Title,Author,Publish Year,Edition Count,Subject,Work ID,Book Age,Publication Decade,Edition Category
Alice's Adventures in Wonderland,Lewis Carroll,1865,3547,Fantasy,/works/OL138052W,160,1860,High
The Wonderful Wizard of Oz,L. Frank Baum,1899,2049,Fantasy,/works/OL18417W,126,1890,High
Treasure Island,Robert Louis Stevenson,1880,1988,Fantasy,/works/OL24034W,145,1880,High
Gulliver's Travels,Jonathan Swift,1726,1810,Fantasy,/works/OL20600W,299,1720,High
A Midsummer Night's Dream,William Shakespeare,1600,1505,Fantasy,/works/OL259010W,425,1600,High
The Prince,Niccolò Machiavelli,1515,1407,Fantasy,/works/OL1089297W,510,1510,High
Through the Looking-Glass,Lewis Carroll,1865,1379,Fantasy,/works/OL151406W,160,1860,High
The Wind in the Willows,Kenneth Grahame,1908,1346,Fantasy,/works/OL28570037W,117,1900,High
Five Children and It,Edith Nesbit,1905,950,Fantasy,/works/OL99499W,120,1900,High
The Princess and the Goblin,George MacDonald,1872,750,Fantasy,/works/OL15449W,153,1870,High
The Lost World,Arthur Conan Doyle,1900,747,Fantasy,/works/OL262460W,125,1900,High
The Marvelous Land of Oz,L. Frank Baum,1904,724,Fantasy,/works/OL18396W,121,1900,High
Ozma of Oz,L. Frank Baum,1907,701,Fantasy,/works/OL18415W,118,1900,High
Le petit prince,Antoine de Saint-Exupéry,1943,688,Fantasy,/works/OL10263W,82,1940,High
The Emerald City of Oz,L. Frank Baum,1910,634,Fantasy,/works/OL18409W,115,1910,High
Dorothy and the Wizard in Oz,L. Frank Baum,1908,622,Fantasy,/works/OL18412W,117,1900,High
The Lost Princess of Oz,L. Frank Baum,1917,591,Fantasy,/works/OL18411W,108,1910,High
The Story of the Amulet,Edith Nesbit,1905,578,Fantasy,/works/OL407476W,120,1900,High
The Complete Life and Adventures of Santa Claus,L. Frank Baum,1902,560,Fantasy,/works/OL262358W,123,1900,High
Alice's Adventures in Wonderland / Through the Looking Glass,Lewis Carroll,1889,544,Fantasy,/works/OL151411W,136,1880,High
Nineteen Eighty-Four,George Orwell,1949,536,Fantasy,/works/OL1168083W,76,1940,High
The Road to Oz,L. Frank Baum,1909,533,Fantasy,/works/OL262390W,116,1900,High
The Sea Fairies,L. Frank Baum,1911,528,Fantasy,/works/OL262384W,114,1910,High
Baum's American Fairy Tales,L. Frank Baum,1901,514,Fantasy,/works/OL262341W,124,1900,High
Sky Island,L. Frank Baum,1912,510,Fantasy,/works/OL262385W,113,1910,High
The Scarecrow of Oz,L. Frank Baum,1915,503,Fantasy,/works/OL262352W,110,1910,High
The Patchwork Girl of Oz,L. Frank Baum,1913,496,Fantasy,/works/OL18405W,112,1910,Medium
The Magic of Oz,L. Frank Baum,1919,495,Fantasy,/works/OL262380W,106,1910,Medium
Tik-Tok of Oz,L. Frank Baum,1914,490,Fantasy,/works/OL18414W,111,1910,Medium
Rinkitink in Oz,L. Frank Baum,1916,488,Fantasy,/works/OL262376W,109,1910,Medium
The Hobbit,J.R.R. Tolkien,1703,481,Fantasy,/works/OL27482W,322,1700,Medium
The Enchanted Castle,Edith Nesbit,1907,478,Fantasy,/works/OL99541W,118,1900,Medium
Phantastes,George MacDonald,1850,472,Fantasy,/works/OL15450W,175,1850,Medium
The Tin Woodman of Oz,L. Frank Baum,1918,461,Fantasy,/works/OL262381W,107,1910,Medium
A Princess of Mars,Edgar Rice Burroughs,1912,456,Fantasy,/works/OL1418187W,113,1910,Medium
Glinda of Oz,L. Frank Baum,1920,454,Fantasy,/works/OL262391W,105,1920,Medium
The Magic City,Edith Nesbit,1910,445,Fantasy,/works/OL99535W,115,1910,Medium
Peter Pan,J. M. Barrie,1911,441,Fantasy,/works/OL462007W,114,1910,Medium
The Phoenix and the Carpet,Edith Nesbit,1903,438,Fantasy,/works/OL99539W,122,1900,Medium
Le avventure di Pinocchio,Carlo Collodi,1883,431,Fantasy,/works/OL1527356W,142,1880,Medium
Le Tour du Monde en Quatre-Vingts Jours,Jules Verne,1872,426,Fantasy,/works/OL1100007W,153,1870,Medium
Harry Potter and the Philosopher's Stone,J. K. Rowling,1997,398,Fantasy,/works/OL82563W,28,1990,Medium
The description of a new world,"Margaret Cavendish, Duchess of Newcastle",1666,361,Fantasy,/works/OL1112413W,359,1660,Medium
"News from nowhere, or, An epoch of rest, being some chapters from a utopian romance",William Morris,1890,347,Fantasy,/works/OL47721W,135,1890,Medium
À rebours,Joris-Karl Huysmans,1884,337,Fantasy,/works/OL2239396W,141,1880,Medium
The Secret Agent,Joseph Conrad,1907,335,Fantasy,/works/OL39108W,118,1900,Medium
Puck of Pook's Hill,Rudyard Kipling,1900,322,Fantasy,/works/OL20165W,125,1900,Medium
The Fellowship of the Ring,J.R.R. Tolkien,1954,315,Fantasy,/works/OL27513W,71,1950,Medium
Harry Potter and the Chamber of Secrets,J. K. Rowling,1998,305,Fantasy,/works/OL82537W,27,1990,Medium
The Enchanted Island of Yew,L. Frank Baum,1903,288,Fantasy,/works/OL262388W,122,1900,Medium
The Two Towers,J.R.R. Tolkien,1954,288,Fantasy,/works/OL27479W,71,1950,Medium
The Return of the King,J.R.R. Tolkien,1950,285,Fantasy,/works/OL27455W,75,1950,Medium
After London,Richard Jefferies,1885,280,Fantasy,/works/OL1176822W,140,1880,Medium
Harry Potter and the Prisoner of Azkaban,J. K. Rowling,1999,279,Fantasy,/works/OL82536W,26,1990,Medium
The Royal Book of Oz,Ruth Plumly Thompson,1921,270,Fantasy,/works/OL1156218W,104,1920,Medium
Jurgen,James Branch Cabell,1919,259,Fantasy,/works/OL6585796W,106,1910,Medium
The wood beyond the world,William Morris,1894,250,Fantasy,/works/OL47752W,131,1890,Medium
Harry Potter and the Order of the Phoenix,J. K. Rowling,2003,247,Fantasy,/works/OL82548W,22,2000,Medium
Harry Potter and the Goblet of Fire,J. K. Rowling,2000,242,Fantasy,/works/OL82560W,25,2000,Medium
Мастер и Маргарита,Михаил Афанасьевич Булгаков,1966,235,Fantasy,/works/OL676009W,59,1960,Medium
Sylvie and Bruno,Lewis Carroll,1889,232,Fantasy,/works/OL151430W,136,1880,Medium
The Moon Pool,A. Merritt,1919,230,Fantasy,/works/OL4104767W,106,1910,Medium
The reluctant dragon,Kenneth Grahame,1938,228,Fantasy,/works/OL69602W,87,1930,Medium
The Story of Doctor Dolittle,Hugh Lofting,1920,224,Fantasy,/works/OL1449046W,105,1920,Medium
Charlie and the Chocolate Factory,Roald Dahl,1964,221,Fantasy,/works/OL45790W,61,1960,Medium
The Well at the World's End,William Morris,1892,216,Fantasy,/works/OL47750W,133,1890,Medium
The water-babies: a fairy tale for a land-baby,Charles Kingsley,1863,213,Fantasy,/works/OL1130038W,162,1860,Medium
Cien años de soledad,Gabriel García Márquez,1967,207,Fantasy,/works/OL274505W,58,1960,Medium
Brood of the Witch-Queen,Sax Rohmer,1924,194,Fantasy,/works/OL2288676W,101,1920,Medium
The Horse and His Boy,C. S. Lewis,1954,185,Fantasy,/works/OL71058W,71,1950,Medium
Fifty-one tales,Lord Dunsany,1915,179,Fantasy,/works/OL83881W,110,1910,Medium
Harry Potter and the Half-Blood Prince,J. K. Rowling,2005,177,Fantasy,/works/OL82565W,20,2000,Medium
"The little white bird, or, Adventures in Kensington gardens",J. M. Barrie,1902,172,Fantasy,/works/OL461993W,123,1900,Medium
Wet Magic,Edith Nesbit,1937,166,Fantasy,/works/OL99513W,88,1930,Medium
The Magician's Nephew,C. S. Lewis,1955,163,Fantasy,/works/OL71042W,70,1950,Medium
Peter Pan in Kensington Gardens,J. M. Barrie,1906,163,Fantasy,/works/OL462123W,119,1900,Medium
The Master Key,L. Frank Baum,1901,162,Fantasy,/works/OL262383W,124,1900,Medium
Morning Star,H. Rider Haggard,1910,159,Fantasy,/works/OL17506W,115,1910,Medium
The Voyages of Doctor Dolittle,Hugh Lofting,1922,158,Fantasy,/works/OL1449063W,103,1920,Medium
"The Lion, the Witch and the Wardrobe",C. S. Lewis,1950,157,Fantasy,/works/OL71037W,75,1950,Medium
The house of the Wolfings,William Morris,1889,156,Fantasy,/works/OL47670W,136,1880,Medium
The Silmarillion,J.R.R. Tolkien,1977,156,Fantasy,/works/OL27495W,48,1970,Medium
The Crock of Gold,James Stephens,1912,155,Fantasy,/works/OL1154817W,113,1910,Medium
James and the Giant Peach,Roald Dahl,1961,149,Fantasy,/works/OL45809W,64,1960,Medium
Charlotte's Web,E. B. White,1952,149,Fantasy,/works/OL483391W,73,1950,Medium
Northern Lights,Philip Pullman,1995,148,Fantasy,/works/OL28988W,30,1990,Medium
Prince Caspian,C. S. Lewis,1951,145,Fantasy,/works/OL71069W,74,1950,Medium
Harry Potter and the Deathly Hallows,J. K. Rowling,2007,144,Fantasy,/works/OL82586W,18,2000,Medium
The Silver Chair,C. S. Lewis,1953,141,Fantasy,/works/OL71078W,72,1950,Medium
The BFG,Roald Dahl,1980,136,Fantasy,/works/OL45885W,45,1980,Medium
A Game of Thrones,George R. R. Martin,1996,136,Fantasy,/works/OL257943W,29,1990,Medium
Lost Horizon,James Hilton,1933,130,Fantasy,/works/OL2455093W,92,1930,Medium
Where the Wild Things Are,Maurice Sendak,1963,125,Fantasy,/works/OL2568879W,62,1960,Medium
Little Wizard stories of Oz,L. Frank Baum,1914,124,Fantasy,/works/OL18394W,111,1910,Medium
Fatta Eld,Suzanne Collins,2009,116,Fantasy,/works/OL36410330W,16,2000,Medium
A strange manuscript found in a copper cylinder,James De Mille,1888,110,Fantasy,/works/OL96167W,137,1880,Medium
Watership Down,Richard Adams,1972,108,Fantasy,/works/OL2096536W,53,1970,Medium
"Momo oder Die seltsame Geschichte von den Zeit-Dieben und von dem Kind, das den Menschen die gestohlene Zeit zurückbrachte",Michael Ende,1973,108,Fantasy,/works/OL2271626W,52,1970,Medium
The Subtle Knife,Philip Pullman,1997,106,Fantasy,/works/OL28993W,28,1990,Medium
The Last Battle,C. S. Lewis,1956,106,Fantasy,/works/OL71124W,69,1950,Medium
"Frankenstein; or, The Modern Prometheus",Mary Shelley,1818,2187,Science Fiction,/works/OL450063W,207,1810,High
Dracula,Bram Stoker,1897,1917,Science Fiction,/works/OL85892W,128,1890,High
The Time Machine,H. G. Wells,1895,1146,Science Fiction,/works/OL52267W,130,1890,High
Brave New World,Aldous Huxley,1932,722,Science Fiction,/works/OL64365W,93,1930,High
The Jewel of Seven Stars,Bram Stoker,1902,653,Science Fiction,/works/OL85891W,123,1900,High
The Iron Heel,Jack London,1907,597,Science Fiction,/works/OL74502W,118,1900,High
Flatland,Edwin Abbott Abbott,1884,585,Science Fiction,/works/OL118388W,141,1880,High
The Invisible Man,H. G. Wells,0,563,Science Fiction,/works/OL52266W,2025,0,High
The Princess and Curdie,George MacDonald,1832,487,Science Fiction,/works/OL15448W,193,1830,Medium
The War of the Worlds,H. G. Wells,0,457,Science Fiction,/works/OL52114W,2025,0,Medium
The Napoleon of Notting Hill,Gilbert Keith Chesterton,1904,454,Science Fiction,/works/OL76473W,121,1900,Medium
The Last Man,Mary Shelley,1826,430,Science Fiction,/works/OL450124W,199,1820,Medium
The warlord of Mars #3,Edgar Rice Burroughs,1914,420,Science Fiction,/works/OL1418137W,111,1910,Medium
Vingt mille lieues sous les mers,Jules Verne,1870,384,Science Fiction,/works/OL1099280W,155,1870,Medium
The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,1875,373,Science Fiction,/works/OL24156W,150,1870,Medium
The Poison Belt,Arthur Conan Doyle,1913,345,Science Fiction,/works/OL262596W,112,1910,Medium
The Gods of Mars,Edgar Rice Burroughs,1918,315,Science Fiction,/works/OL1417942W,107,1910,Medium
The Chessmen of Mars,Edgar Rice Burroughs,1922,313,Science Fiction,/works/OL1418244W,103,1920,Medium
The Machine Stops,E. M. Forster,1909,311,Science Fiction,/works/OL88800W,116,1900,Medium
The Island of Dr. Moreau,H. G. Wells,1896,295,Science Fiction,/works/OL381550W,129,1890,Medium
Gullivar of Mars,Edwin Lester Linden Arnold,1964,290,Science Fiction,/works/OL5960415W,61,1960,Medium
The Coming Race,"Edward Bulwer Lytton, Baron Lytton",1871,262,Science Fiction,/works/OL61825W,154,1870,Medium
Fahrenheit 451,Ray Bradbury,1953,262,Science Fiction,/works/OL103123W,72,1950,Medium
"The king of the Golden River; or, The black brothers",John Ruskin,1839,235,Science Fiction,/works/OL88599W,186,1830,Medium
At the Earth's Core,Edgar Rice Burroughs,1914,219,Science Fiction,/works/OL1417907W,111,1910,Medium
In the days of the comet,H. G. Wells,1906,213,Science Fiction,/works/OL52252W,119,1900,Medium
Мы,Евгений Иванович Замятин,1924,210,Science Fiction,/works/OL10215W,101,1920,Medium
De la terre à la lune,Jules Verne,1865,208,Science Fiction,/works/OL1099479W,160,1860,Medium
"Thuvia, Maid of Mars",Edgar Rice Burroughs,1916,206,Science Fiction,/works/OL1418128W,109,1910,Medium
Voyage au Centre de la Terre,Jules Verne,1867,205,Science Fiction,/works/OL1099513W,158,1860,Medium
When the Sleeper Awakes,H. G. Wells,1899,197,Science Fiction,/works/OL52151W,126,1890,Medium
The food of the gods and how it came to earth,H. G. Wells,1900,194,Science Fiction,/works/OL52195W,125,1900,Medium
"The Beasts of Tarzan (Classic Ace SF, F-203)",Edgar Rice Burroughs,1914,188,Science Fiction,/works/OL1417916W,111,1910,Medium
When the World Shook,H. Rider Haggard,1919,181,Science Fiction,/works/OL17518W,106,1910,Medium
The Handmaid's Tale,Margaret Atwood,1985,174,Science Fiction,/works/OL675783W,40,1980,Medium
It Can't Happen Here,Sinclair Lewis,1935,157,Science Fiction,/works/OL51145W,90,1930,Medium
R.U.R. and The insect play,Karel Čapek,1920,147,Science Fiction,/works/OL575625W,105,1920,Medium
The Hunger Games,Suzanne Collins,2008,142,Science Fiction,/works/OL5735363W,17,2000,Medium
Slaughterhouse-Five,Kurt Vonnegut,1956,140,Science Fiction,/works/OL98459W,69,1950,Medium
A Fighting Man Of Mars,Edgar Rice Burroughs,1931,138,Science Fiction,/works/OL1418176W,94,1930,Medium
The Martian Chronicles,Ray Bradbury,1950,138,Science Fiction,/works/OL103134W,75,1950,Medium
A Clockwork Orange,Anthony Burgess,1962,136,Science Fiction,/works/OL261794W,63,1960,Medium
The Master Mind of Mars,Edgar Rice Burroughs,1928,130,Science Fiction,/works/OL1418222W,97,1920,Medium
Armageddon 2419 AD,Philip Francis Nowlan,1962,127,Science Fiction,/works/OL8126453W,63,1960,Medium
The Hitch Hiker's Guide to the Galaxy,Douglas Adams,1979,122,Science Fiction,/works/OL2163649W,46,1970,Medium
Dune,Frank Herbert,1965,120,Science Fiction,/works/OL893415W,60,1960,Medium
On the Beach,Nevil Shute,1957,119,Science Fiction,/works/OL2779754W,68,1950,Medium
2001,Arthur C. Clarke,1968,117,Science Fiction,/works/OL17365W,57,1960,Medium
Synthetic Men of Mars,Edgar Rice Burroughs,1940,115,Science Fiction,/works/OL1418033W,85,1940,Medium
The First Men in the Moon,H. G. Wells,1900,114,Science Fiction,/works/OL52260W,125,1900,Medium
Charlie and the Great Glass Elevator,Roald Dahl,1972,113,Science Fiction,/works/OL45793W,53,1970,Medium
Cinq semaines en ballon,Jules Verne,1867,112,Science Fiction,/works/OL1099380W,158,1860,Medium
Swords of Mars,Edgar Rice Burroughs,1936,110,Science Fiction,/works/OL1418224W,89,1930,Medium
Little Fuzzy,H. Beam Piper,1961,110,Science Fiction,/works/OL579085W,64,1960,Medium
Llana of Gathol (Mars #10),Edgar Rice Burroughs,1948,107,Science Fiction,/works/OL1417975W,77,1940,Medium
The Giver,Lois Lowry,1993,106,Science Fiction,/works/OL1846076W,32,1990,Medium
The house behind the cedars,Charles Waddell Chesnutt,1900,105,Science Fiction,/works/OL112797W,125,1900,Medium
A Wrinkle in Time,Madeleine L'Engle,1962,105,Science Fiction,/works/OL41495W,63,1960,Medium
The ship of Ishtar,A. Merritt,1924,104,Science Fiction,/works/OL4104766W,101,1920,Medium
Lord of the World,Robert Hugh Benson,1907,104,Science Fiction,/works/OL50103W,118,1900,Medium
Ender's Game,Orson Scott Card,1985,104,Science Fiction,/works/OL49488W,40,1980,Medium
A Modern Utopia,H. G. Wells,1900,102,Science Fiction,/works/OL52256W,125,1900,Medium
"I, Robot",Isaac Asimov,1950,99,Science Fiction,/works/OL46241W,75,1950,Low
Foundation,Isaac Asimov,1951,99,Science Fiction,/works/OL46125W,74,1950,Low
Mockingjay,Suzanne Collins,2010,98,Science Fiction,/works/OL14908941W,15,2010,Low
The water of the Wondrous isles,William Morris,1897,96,Science Fiction,/works/OL47745W,128,1890,Low
Deception Point,Dan Brown,2001,96,Science Fiction,/works/OL76835W,24,2000,Low
The Gunslinger,Stephen King,1976,95,Science Fiction,/works/OL81628W,49,1970,Low
Jurassic Park,Michael Crichton,1990,93,Science Fiction,/works/OL46881W,35,1990,Low
The Restaurant at the End of the Universe,Douglas Adams,1980,92,Science Fiction,/works/OL2163655W,45,1980,Low
Plague Ship,Andre Norton,1956,91,Science Fiction,/works/OL473283W,69,1950,Low
The Time Traders,Andre Norton,1958,91,Science Fiction,/works/OL473477W,67,1950,Low
The Left Hand of Darkness,Ursula K. Le Guin,1969,91,Science Fiction,/works/OL59800W,56,1960,Low
Do Androids Dream of Electric Sheep?,Philip K. Dick,1968,90,Science Fiction,/works/OL2172356W,57,1960,Low
Star Born,Andre Norton,1957,89,Science Fiction,/works/OL473476W,68,1950,Low
The Blind Assassin,Margaret Atwood,2000,89,Science Fiction,/works/OL675698W,25,2000,Low
The Dead Zone,Stephen King,1979,88,Science Fiction,/works/OL81630W,46,1970,Low
Eragon,Christopher Paolini,2000,88,Science Fiction,/works/OL5819895W,25,2000,Low
Divergent,Veronica Roth,2010,87,Science Fiction,/works/OL15719630W,15,2010,Low
Junkyard Planet,H. Beam Piper,1631,87,Science Fiction,/works/OL579075W,394,1630,Low
La casa verde,Mario Vargas Llosa,1966,87,Science Fiction,/works/OL857541W,59,1960,Low
A Wizard of Earthsea,Ursula K. Le Guin,1968,87,Science Fiction,/works/OL59798W,57,1960,Low
The Amber Spyglass,Philip Pullman,1999,87,Science Fiction,/works/OL28996W,26,1990,Low
Cat's Cradle,Kurt Vonnegut,1963,86,Science Fiction,/works/OL98454W,62,1960,Low
Solaris,Stanisław Lem,1961,86,Science Fiction,/works/OL109524W,64,1960,Low
The Adventures of Captain Underpants,Dav Pilkey,1997,85,Science Fiction,/works/OL14871228W,28,1990,Low
Wuthering Heights,Emily Brontë,1846,2887,Romance,/works/OL21177W,179,1840,High
Emma,Jane Austen,1815,2263,Romance,/works/OL66513W,210,1810,High
Sense and Sensibility,Jane Austen,1811,2090,Romance,/works/OL66562W,214,1810,High
Little Women,Louisa May Alcott,1848,1888,Romance,/works/OL29983W,177,1840,High
Анна Каренина,Лев Толстой,1876,1315,Romance,/works/OL267096W,149,1870,High
The Great Gatsby,F. Scott Fitzgerald,1920,1179,Romance,/works/OL468431W,105,1920,High
Jane Eyre,Charlotte Brontë,1847,1170,Romance,/works/OL1095427W,178,1840,High
Northanger Abbey,Jane Austen,1818,1013,Romance,/works/OL66534W,207,1810,High
Ethan Frome,Edith Wharton,1910,1000,Romance,/works/OL98501W,115,1910,High
The Moonstone,Wilkie Collins,1800,977,Romance,/works/OL176092W,225,1800,High
A Room with a View,E. M. Forster,1905,755,Romance,/works/OL88813W,120,1900,High
Hrabě Monte Cristo. Díl 1 a 2 (třísvazkové vydání),Alexandre Dumas,1830,736,Romance,/works/OL36287W,195,1830,High
Riders of the Purple Sage,Zane Grey,1912,709,Romance,/works/OL485504W,113,1910,High
Uncle Tom's Cabin,Harriet Beecher Stowe,1850,688,Romance,/works/OL152161W,175,1850,High
This Side of Paradise,F. Scott Fitzgerald,1920,631,Romance,/works/OL468488W,105,1920,High
Women in Love,D. H. Lawrence,1877,564,Romance,/works/OL81294W,148,1870,High
Heart of Darkness,Joseph Conrad,1899,553,Romance,/works/OL38663W,126,1890,High
She,H. Rider Haggard,1886,510,Romance,/works/OL17453W,139,1880,High
Howards End,E. M. Forster,1910,498,Romance,/works/OL88881W,115,1910,Medium
Cranford,Elizabeth Cleghorn Gaskell,1853,473,Romance,/works/OL1103093W,172,1850,Medium
The Portrait of a Lady,Henry James,1881,432,Romance,/works/OL276365W,144,1880,Medium
Jude the Obscure,Thomas Hardy,1895,425,Romance,/works/OL44986W,130,1890,Medium
"Under the Greenwood Tree or, The Mellstock quire",Thomas Hardy,1872,425,Romance,/works/OL44973W,153,1870,Medium
Le rouge et le noir,Stendhal,1830,404,Romance,/works/OL733640W,195,1830,Medium
The Woodlanders,Thomas Hardy,1800,392,Romance,/works/OL44990W,225,1800,Medium
The pioneers,James Fenimore Cooper,1800,378,Romance,/works/OL77997W,225,1800,Medium
The Lone Star Ranger,Zane Grey,1914,358,Romance,/works/OL485469W,111,1910,Medium
The ghost,Arnold Bennett,1907,319,Romance,/works/OL109229W,118,1900,Medium
Framley Parsonage,Anthony Trollope,1861,317,Romance,/works/OL109880W,164,1860,Medium
The Age of Innocence,Edith Wharton,1920,301,Romance,/works/OL98491W,105,1920,Medium
Daisy Miller,Henry James,1877,244,Romance,/works/OL276328W,148,1870,Medium
The Ambassadors,Henry James,1903,231,Romance,/works/OL276470W,122,1900,Medium
Washington Square,Henry James,1880,219,Romance,/works/OL276395W,145,1880,Medium
Poirot investigates,Agatha Christie,1924,216,Romance,/works/OL471940W,101,1920,Medium
The Return of the Native,Thomas Hardy,1878,205,Romance,/works/OL44994W,147,1870,Medium
Death on the Nile,Agatha Christie,1937,187,Romance,/works/OL471724W,88,1930,Medium
Доктор Живаго,Boris Leonidovich Pasternak,1957,176,Romance,/works/OL258301W,68,1950,Medium
Fifty Shades of Grey,E. L. James,2000,141,Romance,/works/OL16336633W,25,2000,Medium
Pride and Prejudice,Jane Austen,1813,132,Romance,/works/OL15165350W,212,1810,Medium
Twilight,Stephenie Meyer,2005,131,Romance,/works/OL5720023W,20,2000,Medium
El amor en los tiempos del cólera,Gabriel García Márquez,1985,130,Romance,/works/OL274518W,40,1980,Medium
The Mystery of the Blue Train,Agatha Christie,1928,124,Romance,/works/OL471603W,97,1920,Medium
Genji monogatari,Murasaki Shikibu,1900,121,Romance,/works/OL2564006W,125,1900,Medium
In Cold Blood,Truman Capote,1965,117,Romance,/works/OL1992198W,60,1960,Medium
Comus,John Milton,1738,111,Romance,/works/OL810989W,287,1730,Medium
The Godfather,Mario Puzo,1969,109,Romance,/works/OL1673205W,56,1960,Medium
Abel Sánchez,Miguel de Unamuno,1917,108,Romance,/works/OL503503W,108,1910,Medium
Pelham,"Edward Bulwer Lytton, Baron Lytton",1828,108,Romance,/works/OL8088746W,197,1820,Medium
The Eustace diamonds,Anthony Trollope,1872,102,Romance,/works/OL109873W,153,1870,Medium
Jamaica Inn,Daphne du Maurier,1936,100,Romance,/works/OL36632W,89,1930,Low
The Last Chronicle of Barset,Anthony Trollope,1867,97,Romance,/works/OL109876W,158,1860,Low
Dead Man's Folly,Agatha Christie,1956,96,Romance,/works/OL471713W,69,1950,Low
Eclipse,Stephenie Meyer,2006,94,Romance,/works/OL5720025W,19,2000,Low
The Custom of the Country,Edith Wharton,1900,94,Romance,/works/OL98585W,125,1900,Low
Der Vorleser,Bernhard Schlink,1995,89,Romance,/works/OL14871157W,30,1990,Low
New Moon,Stephenie Meyer,2006,88,Romance,/works/OL5720027W,19,2000,Low
Sad Cypress,Agatha Christie,1939,86,Romance,/works/OL471870W,86,1930,Low
Les Dieux Ont Soif,Anatole France,1900,86,Romance,/works/OL989065W,125,1900,Low
Fifty Shades Darker,E. L. James,2011,83,Romance,/works/OL16550681W,14,2010,Low
The Fault in Our Stars,John Green,2010,80,Romance,/works/OL16444438W,15,2010,Low
Frenchman's Creek,Daphne du Maurier,1940,80,Romance,/works/OL7917284W,85,1940,Low
The Thorn Birds,Colleen McCullough,1977,79,Romance,/works/OL1882556W,48,1970,Low
Fifty Shades Freed,E. L. James,2011,78,Romance,/works/OL16550682W,14,2010,Low
The Talisman,Sir Walter Scott,1800,77,Romance,/works/OL863795W,225,1800,Low
Novels (Emma / Mansfield Park / Northanger Abbey / Persuasion / Pride and Prejudice / Sense and Sensibility),Jane Austen,1818,75,Romance,/works/OL66512W,207,1810,Low
The Horse Whisperer,Nicholas Evans,1995,72,Romance,/works/OL1850341W,30,1990,Low
The Price of Salt,Patricia Highsmith,1952,72,Romance,/works/OL59448W,73,1950,Low
The well-beloved,Thomas Hardy,1897,71,Romance,/works/OL44989W,128,1890,Low
A Torre Negra,Stephen King,1991,70,Romance,/works/OL81625W,34,1990,Low
Can you forgive her?,Anthony Trollope,1800,69,Romance,/works/OL109868W,225,1800,Low
High Fidelity,Nick Hornby,1995,66,Romance,/works/OL1916907W,30,1990,Low
The God of Small Things,Arundhati Roy,1997,65,Romance,/works/OL1052133W,28,1990,Low
My Secret Life,Walter,1966,64,Romance,/works/OL264676W,59,1960,Low
Potterism,Rose Macaulay,1920,63,Romance,/works/OL261828W,105,1920,Low
The Wings of the Dove,Henry James,1902,60,Romance,/works/OL276397W,123,1900,Low
O mandarim,Eça de Queiroz,1889,59,Romance,/works/OL846543W,136,1880,Low
Americanah,Chimamanda Ngozi Adichie,1969,58,Romance,/works/OL16805415W,56,1960,Low
The Minister's Wooing,Harriet Beecher Stowe,1800,57,Romance,/works/OL152226W,225,1800,Low
Night Over Water,Ken Follett,1981,56,Romance,/works/OL1914085W,44,1980,Low
Nichts ist stärker als die Liebe,Danielle Steel,1981,55,Romance,/works/OL19613W,44,1980,Low
Cidade e as serras,Eça de Queiroz,1900,55,Romance,/works/OL846552W,125,1900,Low
Seta,Alessandro Baricco,1920,54,Romance,/works/OL876504W,105,1920,Low
The Notebook,Nicholas Sparks,1996,53,Romance,/works/OL54797W,29,1990,Low
The Vampire Lestat,Anne Rice,1986,53,Romance,/works/OL77813W,39,1980,Low
The Duke's Children,Anthony Trollope,1880,51,Romance,/works/OL109872W,145,1880,Low
Paper Towns,John Green,2008,50,Romance,/works/OL11822690W,17,2000,Low
Outlander,Diana Gabaldon,1991,50,Romance,/works/OL3261155W,34,1990,Low
Il était une fois l'amour,Danielle Steel,1981,49,Romance,/works/OL19590W,44,1980,Low
Oryx and Crake,Margaret Atwood,2002,49,Romance,/works/OL675722W,23,2000,Low
Ken Ward in the Jungle,Zane Grey,1912,49,Romance,/works/OL485457W,113,1910,Low
Light a Penny Candle,Maeve Binchy,1970,48,Romance,/works/OL56770W,55,1970,Low
Royal Escape,Georgette Heyer,1938,47,Romance,/works/OL4092591W,87,1930,Low
Me Before You,Jojo Moyes,2012,47,Romance,/works/OL28353073W,13,2010,Low
The Glimpses of the Moon,Edith Wharton,1922,46,Romance,/works/OL98580W,103,1920,Low
"Landfall, a channel story",Nevil Shute,1940,46,Romance,/works/OL2779743W,85,1940,Low
Mistress of Mellyn,Eleanor Burford,1960,46,Romance,/works/OL3931421W,65,1960,Low
Echoes,Maeve Binchy,1985,45,Romance,/works/OL56768W,40,1980,Low
Dragonfly in Amber,Diana Gabaldon,1992,45,Romance,/works/OL3261153W,33,1990,Low
Lie Down With Lions,Ken Follett,1985,44,Romance,/works/OL1914086W,40,1980,Low
Bible,Bible,1200,6107,History,/works/OL17732W,825,1200,High
Pride and Prejudice,Jane Austen,1813,4039,History,/works/OL66554W,212,1810,High
A Christmas Carol,Charles Dickens,1843,3198,History,/works/OL32466W,182,1840,High
The Picture of Dorian Gray,Oscar Wilde,1890,3012,History,/works/OL8193416W,135,1890,High
Adventures of Huckleberry Finn,Mark Twain,1876,2622,History,/works/OL53908W,149,1870,High
The Scarlet Letter,Nathaniel Hawthorne,1800,2425,History,/works/OL455305W,225,1800,High
Robinson Crusoe,Daniel Defoe,1686,2420,History,/works/OL45089W,339,1680,High
