Title,Author,Publish Year,Edition Count,Subject,Work ID,Book Age,Publication Decade,Edition Category
Stormbreaker,Anthony Horowitz,2000,51,Thriller,/works/OL80763W,25,2000,Low
A Taste for Death,P. D. James,1986,50,Thriller,/works/OL510879W,39,1980,Low
Point Blanc,Anthony Horowitz,2001,49,Thriller,/works/OL84778W,24,2000,Low
Ὀδύσσεια,Όμηρος,1488,1064,Poetry,/works/OL61982W,537,1480,High
Faust,Johann Wolfgang von Goethe,1800,633,Poetry,/works/OL52456W,225,1800,High
The Prophet,Kahlil Gibran,1900,569,Poetry,/works/OL318900W,125,1900,High
La Poetica,Aristotle,1479,498,Poetry,/works/OL151515W,546,1470,Medium
Flower Fables,Louisa May Alcott,1854,448,Poetry,/works/OL30056W,171,1850,Medium
Inferno,Dante Alighieri,1767,446,Poetry,/works/OL93227W,258,1760,Medium
Poems,William Wordsworth,1807,372,Poetry,/works/OL26386W,218,1800,Medium
Os Lusíadas,Luís de Camões,1572,367,Poetry,/works/OL848771W,453,1570,Medium
Tender Buttons,Gertrude Stein,1914,365,Poetry,/works/OL35395W,111,1910,Medium
Fables,Jean de La Fontaine,1678,345,Poetry,/works/OL50348W,347,1670,Medium
Godfrey of Bulloigne,Torquato Tasso,1581,326,Poetry,/works/OL502943W,444,1580,Medium
An essay on man,Alexander Pope,1733,315,Poetry,/works/OL79353W,292,1730,Medium
Milton's Poems,John Milton,1605,292,Poetry,/works/OL810990W,420,1600,Medium
Il Paradiso,Dante Alighieri,1595,291,Poetry,/works/OL93230W,430,1590,Medium
The Raven,Edgar Allan Poe,1845,287,Poetry,/works/OL41081W,180,1840,Medium
Ἱστορίαι,Ἡρόδοτος,1494,284,Poetry,/works/OL15678068W,531,1490,Medium
Hudibras,Samuel Butler,1662,283,Poetry,/works/OL3159983W,363,1660,Medium
Helen of Troy,Andrew Lang,1882,282,Poetry,/works/OL415234W,143,1880,Medium
Poems,Alfred Lord Tennyson,1827,281,Poetry,/works/OL15097239W,198,1820,Medium
Poema de mio Cid,Anonymous,1868,269,Poetry,/works/OL886738W,157,1860,Medium
The Hunting of the Snark,Lewis Carroll,1876,255,Poetry,/works/OL151447W,149,1870,Medium
Poetics,Aristotle,1536,252,Poetry,/works/OL13703833W,489,1530,Medium
"The Georgics of Virgil translated by Thomas Neville, ..",Publius Vergilius Maro,1523,248,Poetry,/works/OL15237196W,502,1520,Medium
Q. Horatii Flacci opera,Horace,1498,246,Poetry,/works/OL88208W,527,1490,Medium
The Ballad of Reading Gaol,Oscar Wilde,1896,241,Poetry,/works/OL8271329W,129,1890,Medium
The seasons,James Thomson,1726,240,Poetry,/works/OL1084495W,299,1720,Medium
Poems,Percy Bysshe Shelley,1800,233,Poetry,/works/OL14853463W,225,1800,Medium
Rime,Francesco Petrarca,1475,230,Poetry,/works/OL15469822W,550,1470,Medium
Πολιτικά (Politiká),Aristotle,1492,224,Poetry,/works/OL16247898W,533,1490,Medium
Gitanjali (song offerings),Rabindranath Tagore,1910,217,Poetry,/works/OL308575W,115,1910,Medium
Il purgatorio,Dante Alighieri,1768,216,Poetry,/works/OL93140W,257,1760,Medium
The Professor,Charlotte Brontë,1856,210,Poetry,/works/OL271361W,169,1850,Medium
The ballad of the white horse,Gilbert Keith Chesterton,1911,206,Poetry,/works/OL76455W,114,1910,Medium
Virgils Eclogues translated into English: by W.L. Gent,Publius Vergilius Maro,1556,196,Poetry,/works/OL15237410W,469,1550,Medium
The complete works of Robert Browning Volume XVI,Robert Browning,1800,185,Poetry,/works/OL634478W,225,1800,Medium
The Song of Hiawatha and Other Poems,Henry Wadsworth Longfellow,1800,185,Poetry,/works/OL495934W,225,1800,Medium
Carmina,Horace,1712,183,Poetry,/works/OL88217W,313,1710,Medium
Opera,Publius Vergilius Maro,1502,182,Poetry,/works/OL13086557W,523,1500,Medium
Pharsalia,Lucan,1486,182,Poetry,/works/OL2566239W,539,1480,Medium
Evangeline,Henry Wadsworth Longfellow,1847,177,Poetry,/works/OL495761W,178,1840,Medium
The Bell Jar,Sylvia Plath,1948,177,Poetry,/works/OL1865528W,77,1940,Medium
Lays of ancient Rome,Thomas Babington Macaulay,1800,176,Poetry,/works/OL1237959W,225,1800,Medium
Moments of vision,Thomas Hardy,1889,174,Poetry,/works/OL44912W,136,1880,Medium
Spoon River Anthology,Edgar Lee Masters,1914,171,Poetry,/works/OL267926W,111,1910,Medium
The lady of the lake,Sir Walter Scott,1800,159,Poetry,/works/OL863809W,225,1800,Medium
Rime of the ancient mariner,Samuel Taylor Coleridge,1827,156,Poetry,/works/OL26130W,198,1820,Medium
Eureka,Edgar Allan Poe,1848,155,Poetry,/works/OL41076W,177,1840,Medium
Epigrammata,Marcus Valerius Martialis,1501,155,Poetry,/works/OL2241482W,524,1500,Medium
The song of Hiawatha,Henry Wadsworth Longfellow,1855,154,Poetry,/works/OL495872W,170,1850,Medium
Elegiae,Sextus Propertius,1780,152,Poetry,/works/OL1313851W,245,1780,Medium
The Poems of Emily Dickinson Volume II,Emily Dickinson,1890,151,Poetry,/works/OL51381W,135,1890,Medium
Phantasmagoria and Other Poems,Lewis Carroll,1869,147,Poetry,/works/OL151436W,156,1860,Medium
Troilus and Criseyde,Geoffrey Chaucer,1483,143,Poetry,/works/OL279290W,542,1480,Medium
Poems,William Blake,1783,141,Poetry,/works/OL575443W,242,1780,Medium
Faerie queene,Edmund Spenser,1590,139,Poetry,/works/OL1146502W,435,1590,Medium
Gedichte,Johann Wolfgang von Goethe,1700,136,Poetry,/works/OL15369501W,325,1700,Medium
Veinte poemas de amor y una canción desesperada,Pablo Neruda,1924,135,Poetry,/works/OL979517W,101,1920,Medium
Poems,William Butler Yeats,1895,135,Poetry,/works/OL38847W,130,1890,Medium
Poems (Lover's Complaint / Passionate Pilgrim / Phoenix and the Turtle / Rape of Lucrece / Sonnets / Venus and Adonis),William Shakespeare,1771,134,Poetry,/works/OL16048229W,254,1770,Medium
The poetical works of Sir Walter Scott,Sir Walter Scott,1800,134,Poetry,/works/OL863810W,225,1800,Medium
"Aminta, favola boschereccia",Torquato Tasso,1590,134,Poetry,/works/OL502805W,435,1590,Medium
The Barrack-Room Ballads of Rudyard Kipling,Rudyard Kipling,1892,133,Poetry,/works/OL19992W,133,1890,Medium
The Deserted Village,Oliver Goldsmith,1770,129,Poetry,/works/OL7981250W,255,1770,Medium
Odes,Horace,1635,127,Poetry,/works/OL88216W,390,1630,Medium
The Rape of the Lock,Alexander Pope,1714,125,Poetry,/works/OL79362W,311,1710,Medium
Cyropaedia,Xenophon,1527,122,Poetry,/works/OL687224W,498,1520,Medium
De consolatione philosophiae,Boethius,1483,118,Poetry,/works/OL1393130W,542,1480,Medium
The Odyssey,Όμηρος,1946,118,Poetry,/works/OL26446888W,79,1940,Medium
Idylls of the King,Alfred Lord Tennyson,1859,118,Poetry,/works/OL490919W,166,1850,Medium
Fasti,Ovid,1482,118,Poetry,/works/OL97775W,543,1480,Medium
The Light of Asia,Edwin Arnold,1879,115,Poetry,/works/OL194623W,146,1870,Medium
Satirae,Horace,1763,115,Poetry,/works/OL15249113W,262,1760,Medium
Sein und Zeit,Martin Heidegger,1927,114,Poetry,/works/OL77609W,98,1920,Medium
Lalla Rookh,Thomas Moore,1800,111,Poetry,/works/OL75267W,225,1800,Medium
Hamlet,William Shakespeare,1603,2377,Drama,/works/OL9170454W,422,1600,High
King Lear,William Shakespeare,1608,1614,Drama,/works/OL259026W,417,1600,High
Mansfield Park,Jane Austen,1814,1108,Drama,/works/OL66530W,211,1810,High
All's Well That Ends Well,William Shakespeare,1734,818,Drama,/works/OL362676W,291,1730,High
Othello,William Shakespeare,1622,807,Drama,/works/OL258850W,403,1620,High
The Tempest,William Shakespeare,1611,804,Drama,/works/OL362699W,414,1610,High
Two Gentlemen of Verona,William Shakespeare,1632,772,Drama,/works/OL362671W,393,1630,High
A Portrait of the Artist as a Young Man,James Joyce,1818,765,Drama,/works/OL86343W,207,1810,High
The House of Mirth,Edith Wharton,1905,694,Drama,/works/OL98587W,120,1900,High
"Twelfth Night, or What You Will",William Shakespeare,1734,687,Drama,/works/OL362694W,291,1730,High
Adam Bede,George Eliot,1800,543,Drama,/works/OL20935W,225,1800,High
Love's Labour's Lost,William Shakespeare,1891,526,Drama,/works/OL24399008W,134,1890,High
"Henry VI, Part 3",William Shakespeare,1600,523,Drama,/works/OL258713W,425,1600,High
"Villette, a novel",Charlotte Brontë,1853,519,Drama,/works/OL1095403W,172,1850,High
Winter's Tale,William Shakespeare,1735,494,Drama,/works/OL362687W,290,1730,Medium
Pericles,William Shakespeare,1609,490,Drama,/works/OL361665W,416,1600,Medium
"Henry IV, Part 2",William Shakespeare,1600,480,Drama,/works/OL362697W,425,1600,Medium
La dame aux camélias [novel],Alexandre Dumas fils,1848,451,Drama,/works/OL259509W,177,1840,Medium
Timon of Athens,William Shakespeare,1734,404,Drama,/works/OL362223W,291,1730,Medium
Much Ado About Nothing,William Shakespeare,1600,401,Drama,/works/OL362691W,425,1600,Medium
"Henry VI, Part 1",William Shakespeare,1735,388,Drama,/works/OL25532590W,290,1730,Medium
Measure for Measure,William Shakespeare,1700,380,Drama,/works/OL17534698W,325,1700,Medium
Hedda Gabler,Henrik Ibsen,1890,371,Drama,/works/OL25129727W,135,1890,Medium
Burya,William Shakespeare,1789,368,Drama,/works/OL9972802W,236,1780,Medium
The Good Soldier,Ford Madox Ford,1915,355,Drama,/works/OL509889W,110,1910,Medium
King John,William Shakespeare,1700,330,Drama,/works/OL362680W,325,1700,Medium
Love's Labour's Lost,William Shakespeare,1598,329,Drama,/works/OL362686W,427,1590,Medium
Der Ritt der Walkuren,Richard Wagner,1800,328,Drama,/works/OL579130W,225,1800,Medium
Measure for Measure,William Shakespeare,1700,317,Drama,/works/OL259017W,325,1700,Medium
King Henry VI. Part 2,William Shakespeare,1600,315,Drama,/works/OL258709W,425,1600,Medium
Daddy-Long-Legs,Jean Webster,1912,299,Drama,/works/OL4322177W,113,1910,Medium
She Stoops To Conquer,Oliver Goldsmith,1773,294,Drama,/works/OL7981267W,252,1770,Medium
Of Mice and Men,John Steinbeck,1937,292,Drama,/works/OL23204W,88,1930,Medium
The Merry Wives of Windsor,William Shakespeare,1602,290,Drama,/works/OL361595W,423,1600,Medium
Cymbeline,William Shakespeare,1734,290,Drama,/works/OL258656W,291,1730,Medium
Henry V [adaptation],William Shakespeare,1805,259,Drama,/works/OL258893W,220,1800,Medium
Kenilworth,Sir Walter Scott,1800,256,Drama,/works/OL863804W,225,1800,Medium
A Doll's House,Henrik Ibsen,1889,255,Drama,/works/OL16249343W,136,1880,Medium
Scaramouche,Rafael Sabatini,1900,255,Drama,/works/OL108456W,125,1900,Medium
Die Leiden des jungen Werthers,Johann Wolfgang von Goethe,1779,246,Drama,/works/OL52556W,246,1770,Medium
Fright Night,NOW Comics,1988,27,Comics,/works/OL17721909W,37,1980,Low
"It's the Great Pumpkin, Charlie Brown",Charles M. Schulz,1967,19,Comics,/works/OL25886W,58,1960,Low
Understanding Comics,Scott McCloud,1993,19,Comics,/works/OL276032W,32,1990,Low
Comics,Zhanming Huang,1996,18,Comics,/works/OL10194293W,29,1990,Low
Amulet,Kazu Kibuishi,2008,17,Comics,/works/OL8842598W,17,2000,Low
The lightning thief,Robert Venditti,2005,17,Comics,/works/OL15445307W,20,2000,Low
Dragman,Steven Appleby,2020,16,Comics,/works/OL20666248W,5,2020,Low
Queer,Meg-John Barker,2016,14,Comics,/works/OL19671749W,9,2010,Low
Un autre regard #1-2,Emma Gutierrez,2015,12,Comics,/works/OL19760938W,10,2010,Low
Gender Queer,Maia Kobabe,2019,12,Comics,/works/OL21337755W,6,2010,Low
Cat Kid Comic Club,Dav Pilkey,2020,11,Comics,/works/OL19659659W,5,2020,Low
"Death Note, Vol. 8",Tsugumi Ohba,2005,11,Comics,/works/OL8756324W,20,2000,Low
When Stars Are Scattered,Victoria Jamieson,2020,10,Comics,/works/OL20757578W,5,2020,Low
The Gashlycrumb Tinies,Edward Gorey,1981,10,Comics,/works/OL23608W,44,1980,Low
Yukon Ho!,Bill Watterson,1989,9,Comics,/works/OL3004226W,36,1980,Low
Identity Crisis,Brad Meltzer,2005,8,Comics,/works/OL1818513W,20,2000,Low
Virtual Hero,El Rubius,2015,8,Comics,/works/OL17199535W,10,2010,Low
Batman,Craig Shaw Gardner,1989,8,Comics,/works/OL2756365W,36,1980,Low
The Titan's Curse,Robert Venditti,2013,8,Comics,/works/OL16591738W,12,2010,Low
The Red Pyramid,Orpheus Collar,2012,8,Comics,/works/OL16591739W,13,2010,Low
Wish 1,CLAMP,1996,8,Comics,/works/OL8214685W,29,1990,Low
The great comic book heroes,Jules Feiffer,1965,8,Comics,/works/OL2029467W,60,1960,Low
哲学用語図鑑 [Tetsugaku yogo zukan],Masato Tanaka,2015,8,Comics,/works/OL45694134W,10,2010,Low
I Am Not Okay With This,Charles Forsman,2017,7,Comics,/works/OL19731989W,8,2010,Low
Brazen,Pénélope Bagieu,2018,6,Comics,/works/OL19737622W,7,2010,Low
Un autre regard #3,Emma Gutierrez,2018,6,Comics,/works/OL35983286W,7,2010,Low
Phoebe and Her Unicorn,Dana Simpson,2014,6,Comics,/works/OL17623120W,11,2010,Low
Superman The Unauthorized Biography,Glen Weldon,2013,6,Comics,/works/OL17579180W,12,2010,Low
Lumberjanes Vol. 9,N.D. Stevenson,2018,6,Comics,/works/OL24229186W,7,2010,Low
Zot!,Scott McCloud,1996,6,Comics,/works/OL640815W,29,1990,Low
The Throne of Fire,Orpheus Collar,2015,6,Comics,/works/OL20010806W,10,2010,Low
"The Complete Peanuts, 1950 to 1952",Charles M. Schulz,2004,6,Comics,/works/OL20659134W,21,2000,Low
The last Olympian,Robert Venditti,2019,6,Comics,/works/OL20456365W,6,2010,Low
Ben 10 Vol. 3 - Mecha Madness,C. B. Lee,2019,5,Comics,/works/OL28387787W,6,2010,Low
GILES 'Sunday Express' & 'Daily Express' Cartoons,Giles.,1966,5,Comics,/works/OL10547261W,59,1960,Low
Loving Reaper,Jenny Jinya,2021,5,Comics,/works/OL45587934W,4,2020,Low
Un autre regard sur le climat,Emma Gutierrez,2019,5,Comics,/works/OL31288391W,6,2010,Low
We Won't be Erased,Sophie Labelle,2018,4,Comics,/works/OL39384054W,7,2010,Low
True Believer,Abraham Riesman,2020,4,Comics,/works/OL21899003W,5,2020,Low
Gotham Central Vol. 1,Greg Rucka,2004,4,Comics,/works/OL14864698W,21,2000,Low
Gender-Kram,Louie Läuger,2020,4,Comics,/works/OL42527187W,5,2020,Low
Blue Sky Through the Window of a Moving Car,Jordan Bolton,2024,4,Comics,/works/OL38045137W,1,2020,Low
Critical survey of graphic novels,Bart Beaty,2012,4,Comics,/works/OL16362666W,13,2010,Low
"Check, Please! Book 1",Ngozi Ukazu,2018,4,Comics,/works/OL19752380W,7,2010,Low
Beakman's World,Luann Colombo,1994,4,Comics,/works/OL677485W,31,1990,Low
Un autre regard #1,Emma Gutierrez,2017,4,Comics,/works/OL31354422W,8,2010,Low
Hockey Girl Loves Drama Boy,Faith Erin Hicks,2023,4,Comics,/works/OL31118934W,2,2020,Low
Victory. Stand! Raising My Fist for Justice,Tommie Smith,2022,4,Comics,/works/OL27811331W,3,2020,Low
What Was Bugging Ol' Pharaoh?,Charles M. Schulz,1964,4,Comics,/works/OL10510960W,61,1960,Low
"The Steel Prince, The Rebel Army",V.E. Schwab,2020,4,Comics,/works/OL24326159W,5,2020,Low
You Can With Beakman & Jax,Jok Church,1994,4,Comics,/works/OL2697015W,31,1990,Low
The photojournal guide to comic books,Ernst Gerber,1989,4,Comics,/works/OL4814517W,36,1980,Low
Artie and the Wolf Moon,Olivia Stephens,2021,3,Comics,/works/OL24992803W,4,2020,Low
Huda F Cares?,Huda Fahmy,2023,3,Comics,/works/OL34365318W,2,2020,Low
For the Love of Peanuts,Elizabeth Anne Hartman,2019,3,Comics,/works/OL27972210W,6,2010,Low
That Can Be Arranged,Huda Fahmy,2020,3,Comics,/works/OL21874730W,5,2020,Low
French milk,Lucy Knisley,2000,3,Comics,/works/OL13750824W,25,2000,Low
Supergirl,Kelley Puckett,2009,3,Comics,/works/OL14854272W,16,2000,Low
"100 years, 100 stories",George Burns,1996,3,Comics,/works/OL2988349W,29,1990,Low
George R.R. Martin's Fevre Dream,Daniel Abraham,2011,3,Comics,/works/OL20710069W,14,2010,Low
Beakman & Jax's Microscope Book,Jok Church,1995,3,Comics,/works/OL2697009W,30,1990,Low
Lumberjanes Vol. 13,Shannon Watters,2019,3,Comics,/works/OL20639388W,6,2010,Low
Charlie Brown's 'Cyclopedia Volume 3,Charles M. Schulz,1990,3,Comics,/works/OL15400758W,35,1990,Low
It's Jeff,Kelly Thompson,2025,3,Comics,/works/OL44247690W,0,2020,Low
FLCL Vol. 2 (Furi Kuri) (in Japanese),Hajime Ueda,2001,3,Comics,/works/OL5756305W,24,2000,Low
Lumberjanes Vol. 11,Shannon Watters,2019,3,Comics,/works/OL20155675W,6,2010,Low
Faster Than a Speeding Bullet,Stephen Weiner,2003,3,Comics,/works/OL6036125W,22,2000,Low
The comic book heroes,Will Jacobs,1985,3,Comics,/works/OL5477899W,40,1980,Low
New Kid,Jerry Craft,2019,3,Comics,/works/OL20152649W,6,2010,Low
"Check, Please! Book 2",Ngozi Ukazu,2020,3,Comics,/works/OL20824171W,5,2020,Low
I Shall Never Fall in Love,Hari Conner,2024,3,Comics,/works/OL37838109W,1,2020,Low
The funnies,David Manning White,1963,3,Comics,/works/OL7142158W,62,1960,Low
Orbiter,Warren Ellis,2003,3,Comics,/works/OL2888304W,22,2000,Low
Hobo Mom,Max de Radiguès,2015,3,Comics,/works/OL24341377W,10,2010,Low
Cheshire Crossing,Andy Weir,2019,3,Comics,/works/OL17841386W,6,2010,Low
The standard catalog of comic books (2003),John Jackson Miller,2002,3,Comics,/works/OL19519451W,23,2000,Low
Unsung Hero,Harvey Pekar,2003,3,Comics,/works/OL16027486W,22,2000,Low
Black Widow,Richard K. Morgan,2020,3,Comics,/works/OL20745132W,5,2020,Low
Aliens Omnibus Volume 1,Mark Verheiden,2007,3,Comics,/works/OL1693066W,18,2000,Low
Make Your Own Comics,Richard M. Gardner,1976,3,Comics,/works/OL4787716W,49,1970,Low
The son of Neptune,Robert Venditti,2016,3,Comics,/works/OL19668202W,9,2010,Low
La torre imposible,El Rubius,2013,3,Comics,/works/OL26382222W,12,2010,Low
Albert Schweitzers Begegnung mit der Orgel,Rudolf Quoika,1954,3,Comics,/works/OL1383972W,71,1950,Low
Suzy cookstrip,Suzy Benghiat,1978,3,Comics,/works/OL5360576W,47,1970,Low
"Syndicated Comic Strips and Artists, 1924-1995",Dave Strickler,1995,2,Comics,/works/OL9744588W,30,1990,Low
Hellblazer,Tom Taylor,2021,2,Comics,/works/OL25397398W,4,2020,Low
Comic Book Price Guide,Brent Frankenhoff,2010,2,Comics,/works/OL22489511W,15,2010,Low
Batgirl,Kelley Puckett,2001,2,Comics,/works/OL15317720W,24,2000,Low
Malice (Malice #1),Chris Wooding,2009,2,Comics,/works/OL15297324W,16,2000,Low
Vattu,Evan Dahm,2016,2,Comics,/works/OL36435824W,9,2010,Low
Vattu,Evan Dahm,2023,2,Comics,/works/OL36435830W,2,2020,Low
The Sacrificers Vol. 1,Rick Remender,2024,2,Comics,/works/OL37518866W,1,2020,Low
L’Anarchie,Véronique Bergen,2019,2,Comics,/works/OL26418341W,6,2010,Low
Night Eaters,Marjorie M. Liu,2022,2,Comics,/works/OL27672672W,3,2020,Low
Conoce a Bernardo de Gálvez,Guillermo Fesser,2017,2,Comics,/works/OL20683241W,8,2010,Low
Batman's dark secret,Kelley Puckett,1999,2,Comics,/works/OL14854268W,26,1990,Low
The Legend of Zelda,姫川明,2000,2,Comics,/works/OL17715880W,25,2000,Low
La Guerra Civil española,José Pablo García,2016,2,Comics,/works/OL17334442W,9,2010,Low
You Can With Beakman & Jax,Jok Church,1995,2,Comics,/works/OL16807677W,30,1990,Low
Night of a thousand Doomsdays,Laurie Sutton,2013,2,Comics,/works/OL16681976W,12,2010,Low
A Study in Scarlet,Arthur Conan Doyle,1887,1447,Fiction,/works/OL262496W,138,1880,High
Persuasion,Jane Austen,1789,1236,Fiction,/works/OL66544W,236,1780,High
King Solomon's Mines,H. Rider Haggard,1876,1105,Fiction,/works/OL17448W,149,1870,High
The Sign of Four,Arthur Conan Doyle,1889,962,Fiction,/works/OL262438W,136,1880,High
Metamorphosis,Franz Kafka,1915,955,Fiction,/works/OL498556W,110,1910,High
The Innocence of Father Brown (Father Brown Mystery),Gilbert Keith Chesterton,1583,851,Fiction,/works/OL76341W,442,1580,High
Der Proceß,Franz Kafka,1825,783,Fiction,/works/OL498463W,200,1820,High
The Cricket on the Hearth,Charles Dickens,1846,774,Fiction,/works/OL14868783W,179,1840,High
The Mill on the Floss,George Eliot,1800,763,Fiction,/works/OL20938W,225,1800,High
The Valley of Fear,Arthur Conan Doyle,1914,758,Fiction,/works/OL262505W,111,1910,High
Twice-Told Tales,Nathaniel Hawthorne,1800,369,Art,/works/OL455489W,225,1800,Medium
The Seven Lamps of Architecture,John Ruskin,1800,245,Art,/works/OL88638W,225,1800,Medium
"Sesame and Lilies, three lectures",John Ruskin,1800,187,Art,/works/OL88547W,225,1800,Medium
Salomé,Oscar Wilde,1893,174,Art,/works/OL14877882W,132,1890,Medium
"The ""genius""",Theodore Dreiser,1915,164,Art,/works/OL100196W,110,1910,Medium
"Hide and seek, or, The mystery of Mary Grice",Wilkie Collins,1854,161,Art,/works/OL176054W,171,1850,Medium
"The Renaissance, Studies in Art and Poetry",Walter Pater,1873,156,Art,/works/OL43676W,152,1870,Medium
Kokuritsu Kokkai Toshokan shozō Meijiki kankō tosho maikuro-ban shūsei,Kokuritsu Kokkai Toshokan (Japan),1991,156,Art,/works/OL33207850W,34,1990,Medium
Corinne,Germaine de Staël,1786,155,Art,/works/OL1743567W,239,1780,Medium
Paul Klee,Paul Klee,1930,150,Art,/works/OL972930W,95,1930,Medium
Henry Moore,David Sylvester,1934,146,Art,/works/OL1001044W,91,1930,Medium
The Stones of Venice,John Ruskin,1851,144,Art,/works/OL88640W,174,1850,Medium
Implementation of the Helsinki accords,United States. Congress. Commission on Security and Cooperation in Europe,1982,144,Art,/works/OL133442W,43,1980,Medium
Sozialgeschichte der Kunst und Literatur,Arnold Hauser,1951,129,Art,/works/OL1331984W,74,1950,Medium
Unto This Last,John Ruskin,1860,125,Art,/works/OL88634W,165,1860,Medium
Vincent van Gogh,Vincent van Gogh,1914,114,Art,/works/OL518262W,111,1910,Medium
Max Ernst,Max Ernst,1956,114,Art,/works/OL2248600W,69,1950,Medium
On the sublime,Longinus,1612,113,Art,/works/OL2101248W,413,1610,Medium
Georg Baselitz,Georg Baselitz,1970,113,Art,/works/OL5144330W,55,1970,Medium
A silent witness,R. Austin Freeman,1929,111,Art,/works/OL4112834W,96,1920,Medium
Mornings in Florence,John Ruskin,1800,108,Art,/works/OL88637W,225,1800,Medium
Goethe's Werke,Johann Wolfgang von Goethe,1800,105,Art,/works/OL15116693W,225,1800,Medium
Naturalis historia,Pliny the Elder,1469,100,Art,/works/OL1257866W,556,1460,Low
Venus and Adonis,William Shakespeare,1593,98,Art,/works/OL362672W,432,1590,Low
La nausée,Jean-Paul Sartre,1938,98,Art,/works/OL1161171W,87,1930,Low
Marc Chagall,Marc Chagall,1948,97,Art,/works/OL4875453W,77,1940,Low
Sophocles,Sophocles,1832,96,Art,/works/OL10327036W,193,1830,Low
Vita di Benvenuto Cellini,Benvenuto Cellini,1728,95,Art,/works/OL1091251W,297,1720,Low
Rembrandt,Rembrandt Harmenszoon van Rijn,1900,93,Art,/works/OL54653W,125,1900,Low
New Creations Coloring Book Series,Teresa Davis,2002,92,Art,/works/OL20763355W,23,2000,Low
"Vite de' più eccellenti pittori, scultori et architettori",Giorgio Vasari,1759,91,Art,/works/OL1298151W,266,1750,Low
Van Gogh,Federico Zeri,1937,91,Art,/works/OL518261W,88,1930,Low
The  wrecker,Robert Louis Stevenson,1892,91,Art,/works/OL24146W,133,1890,Low
Leonardo,Leonardo da Vinci,1946,89,Art,/works/OL695408W,79,1940,Low
Edvard Munch,Edvard Munch,1927,88,Art,/works/OL136192W,98,1920,Low
Picasso,William S. Lieberman,1932,87,Art,/works/OL145190W,93,1930,Low
La tentation de saint Antoine,Gustave Flaubert,1884,86,Art,/works/OL893948W,141,1880,Low
Joan Miró,Joan Miró,1937,85,Art,/works/OL578528W,88,1930,Low
The Cat in the Hat,Dr. Seuss,1957,85,Art,/works/OL1898309W,68,1950,Low
La cathédrale,Joris-Karl Huysmans,1895,84,Art,/works/OL2239465W,130,1890,Low
Andy Warhol,Andy Warhol,1967,84,Art,/works/OL644644W,58,1960,Low
The Birds of America,John James Audubon,1827,83,Art,/works/OL74757W,198,1820,Low
Nine Stories,J. D. Salinger,1948,82,Art,/works/OL3335290W,77,1940,Low
Emil Nolde,Emil Nolde,1958,81,Art,/works/OL1392435W,67,1950,Low
Max Beckmann,Max Beckmann,1931,80,Art,/works/OL612113W,94,1930,Low
Alberto Giacometti,Alberto Giacometti,1955,79,Art,/works/OL2206872W,70,1950,Low
The Golden Bowl,Henry James,1904,78,Art,/works/OL276338W,121,1900,Low
Arnulf Rainer,Arnulf Rainer,1968,76,Art,/works/OL1738893W,57,1960,Low
The two paths,John Ruskin,1859,76,Art,/works/OL88632W,166,1850,Low
"Those barren leaves, a novel",Aldous Huxley,1925,75,Art,/works/OL64391W,100,1920,Low
Art Through the Ages,Helen Gardner,1926,74,Art,/works/OL3002703W,99,1920,Low
A Joy For Ever (And Its Price in the Market),John Ruskin,1857,73,Art,/works/OL88589W,168,1850,Low
Le Corbusier,Le Corbusier,1938,72,Art,/works/OL15210196W,87,1930,Low
The Letters of Horace Walpole,Horace Walpole,1842,71,Art,/works/OL183740W,183,1840,Low
Illusions perdues,Honoré de Balzac,1837,71,Art,/works/OL85241W,188,1830,Low
Jean Dubuffet,Jean Dubuffet,1958,71,Art,/works/OL1395180W,67,1950,Low
Wonder Book,Nathaniel Hawthorne,1947,69,Art,/works/OL21899182W,78,1940,Low
Collected papers,Sigmund Freud,1906,69,Art,/works/OL1069221W,119,1900,Low
Joseph Beuys,Joseph Beuys,1969,68,Art,/works/OL602339W,56,1960,Low
"Treaties, etc",France,1650,68,Art,/works/OL541942W,375,1650,Low
The tragedy of Macbeth,William Shakespeare,1790,67,Art,/works/OL362176W,235,1790,Low
Yummy,Andy Rivera,2023,65,Art,/works/OL36482986W,2,2020,Low
"Lectures on art delivered before the University of Oxford in Hilary term, 1870",John Ruskin,1870,64,Art,/works/OL88583W,155,1870,Low
The Collector,John Fowles,1963,63,Art,/works/OL15008W,62,1960,Low
Toulouse-Lautrec,Henri de Toulouse-Lautrec,1940,62,Art,/works/OL1259003W,85,1940,Low
Rodin,Auguste Rodin,1924,62,Art,/works/OL534146W,101,1920,Low
Sam Francis,Sam Francis,1960,61,Art,/works/OL1664733W,65,1960,Low
Matisse,Henri Matisse,1943,60,Art,/works/OL1227093W,82,1940,Low
Giorgio Morandi,Giorgio Morandi,1943,59,Art,/works/OL71986W,82,1940,Low
Auguste Rodin,Rainer Maria Rilke,1907,59,Art,/works/OL3800617W,118,1900,Low
Gritty and Gorgeous,Jose Varese,2022,57,Art,/works/OL28851876W,3,2020,Low
St. Mark's rest,John Ruskin,1800,57,Art,/works/OL45590030W,225,1800,Low
The wise woman,George MacDonald,1875,57,Art,/works/OL15406W,150,1870,Low
Val d'Arno,John Ruskin,1874,57,Art,/works/OL88628W,151,1870,Low
Julian Schnabel,Julian Schnabel,1981,57,Art,/works/OL1741958W,44,1980,Low
