Title,Author,Publish Year,Edition Count,Subject,Work ID
"The ""genius""",Theodore Dreiser,1915,164,Art,/works/OL100196W
"Hide and seek, or, The mystery of Mary Grice",Wilkie Collins,1854,161,Art,/works/OL176054W
"The Renaissance, Studies in Art and Poetry",Walter Pater,1873,156,Art,/works/OL43676W
Kokuritsu Kokkai Toshokan shozō Meijiki kankō tosho maikuro-ban shūsei,Kokuritsu Kokkai Toshokan (Japan),1991,156,Art,/works/OL33207850W
Corinne,Germaine de Staël,1786,155,Art,/works/OL1743567W
Paul Klee,Paul Klee,1930,150,Art,/works/OL972930W
Henry Moore,David Sylvester,1934,146,Art,/works/OL1001044W
The Stones of Venice,John Ruskin,1851,144,Art,/works/OL88640W
Implementation of the Helsinki accords,United States. Congress. Commission on Security and Cooperation in Europe,1982,144,Art,/works/OL133442W
Sozialgeschichte der Kunst und Literatur,Arnold Hauser,1951,129,Art,/works/OL1331984W
Unto This Last,John Ruskin,1860,125,Art,/works/OL88634W
Vincent van Gogh,Vincent van Gogh,1914,114,Art,/works/OL518262W
Max Ernst,Max Ernst,1956,114,Art,/works/OL2248600W
On the sublime,Longinus,1612,113,Art,/works/OL2101248W
Georg Baselitz,Georg Baselitz,1970,113,Art,/works/OL5144330W
A silent witness,R. Austin Freeman,1929,111,Art,/works/OL4112834W
Mornings in Florence,John Ruskin,1800,108,Art,/works/OL88637W
Goethe's Werke,Johann Wolfgang von Goethe,1800,105,Art,/works/OL15116693W
Naturalis historia,Pliny the Elder,1469,100,Art,/works/OL1257866W
Venus and Adonis,William Shakespeare,1593,98,Art,/works/OL362672W
La nausée,Jean-Paul Sartre,1938,98,Art,/works/OL1161171W
Marc Chagall,Marc Chagall,1948,97,Art,/works/OL4875453W
Sophocles,Sophocles,1832,96,Art,/works/OL10327036W
Vita di Benvenuto Cellini,Benvenuto Cellini,1728,95,Art,/works/OL1091251W
Rembrandt,Rembrandt Harmenszoon van Rijn,1900,93,Art,/works/OL54653W
New Creations Coloring Book Series,Teresa Davis,2002,92,Art,/works/OL20763355W
"Vite de' più eccellenti pittori, scultori et architettori",Giorgio Vasari,1759,91,Art,/works/OL1298151W
Van Gogh,Federico Zeri,1937,91,Art,/works/OL518261W
The  wrecker,Robert Louis Stevenson,1892,91,Art,/works/OL24146W
Leonardo,Leonardo da Vinci,1946,89,Art,/works/OL695408W
Edvard Munch,Edvard Munch,1927,88,Art,/works/OL136192W
Picasso,William S. Lieberman,1932,87,Art,/works/OL145190W
La tentation de saint Antoine,Gustave Flaubert,1884,86,Art,/works/OL893948W
Joan Miró,Joan Miró,1937,85,Art,/works/OL578528W
The Cat in the Hat,Dr. Seuss,1957,85,Art,/works/OL1898309W
La cathédrale,Joris-Karl Huysmans,1895,84,Art,/works/OL2239465W
Andy Warhol,Andy Warhol,1967,84,Art,/works/OL644644W
The Birds of America,John James Audubon,1827,83,Art,/works/OL74757W
Nine Stories,J. D. Salinger,1948,82,Art,/works/OL3335290W
Emil Nolde,Emil Nolde,1958,81,Art,/works/OL1392435W
Max Beckmann,Max Beckmann,1931,80,Art,/works/OL612113W
Alberto Giacometti,Alberto Giacometti,1955,79,Art,/works/OL2206872W
The Golden Bowl,Henry James,1904,78,Art,/works/OL276338W
Arnulf Rainer,Arnulf Rainer,1968,76,Art,/works/OL1738893W
The two paths,John Ruskin,1859,76,Art,/works/OL88632W
"Those barren leaves, a novel",Aldous Huxley,1925,75,Art,/works/OL64391W
Art Through the Ages,Helen Gardner,1926,74,Art,/works/OL3002703W
A Joy For Ever (And Its Price in the Market),John Ruskin,1857,73,Art,/works/OL88589W
Le Corbusier,Le Corbusier,1938,72,Art,/works/OL15210196W
The Letters of Horace Walpole,Horace Walpole,1842,71,Art,/works/OL183740W
Illusions perdues,Honoré de Balzac,1837,71,Art,/works/OL85241W
Jean Dubuffet,Jean Dubuffet,1958,71,Art,/works/OL1395180W
Wonder Book,Nathaniel Hawthorne,1947,69,Art,/works/OL21899182W
Collected papers,Sigmund Freud,1906,69,Art,/works/OL1069221W
Joseph Beuys,Joseph Beuys,1969,68,Art,/works/OL602339W
"Treaties, etc",France,1650,68,Art,/works/OL541942W
The tragedy of Macbeth,William Shakespeare,1790,67,Art,/works/OL362176W
Yummy,Andy Rivera,2023,65,Art,/works/OL36482986W
"Lectures on art delivered before the University of Oxford in Hilary term, 1870",John Ruskin,1870,64,Art,/works/OL88583W
The Collector,John Fowles,1963,63,Art,/works/OL15008W
Toulouse-Lautrec,Henri de Toulouse-Lautrec,1940,62,Art,/works/OL1259003W
Rodin,Auguste Rodin,1924,62,Art,/works/OL534146W
Sam Francis,Sam Francis,1960,61,Art,/works/OL1664733W
Matisse,Henri Matisse,1943,60,Art,/works/OL1227093W
Giorgio Morandi,Giorgio Morandi,1943,59,Art,/works/OL71986W
Auguste Rodin,Rainer Maria Rilke,1907,59,Art,/works/OL3800617W
Gritty and Gorgeous,Jose Varese,2022,57,Art,/works/OL28851876W
St. Mark's rest,John Ruskin,1800,57,Art,/works/OL45590030W
The wise woman,George MacDonald,1875,57,Art,/works/OL15406W
Val d'Arno,John Ruskin,1874,57,Art,/works/OL88628W
Julian Schnabel,Julian Schnabel,1981,57,Art,/works/OL1741958W
The crown of wild olives,John Ruskin,1800,57,Art,/works/OL11642994W
Goya,Francisco Goya,1919,57,Art,/works/OL54503W
Fernand Léger,Fernand Léger,1945,56,Art,/works/OL833859W
Ernst Ludwig Kirchner,Ernst Ludwig Kirchner,1960,56,Art,/works/OL813647W
Benim Adım Kırmızı,Orhan Pamuk,1998,55,Art,/works/OL1019598W
Kandinsky,Wassily Kandinsky,1947,54,Art,/works/OL30153W
"The Muqaddimah, an introduction to history",Ibn Khaldūn,1858,54,Art,/works/OL1597257W
Anselm Kiefer,Anselm Kiefer,1978,54,Art,/works/OL607956W
Miró,Joan Miró,1955,54,Art,/works/OL578527W
The Cloister and the Hearth,Charles Reade,1861,54,Art,/works/OL5110968W
Poems,Oscar Wilde,1881,53,Art,/works/OL14877876W
Otto Dix,Otto Dix,1957,53,Art,/works/OL2055195W
Meus Artigos,Jacob Burckhardt,1838,53,Art,/works/OL1156660W
Lyonel Feininger,Lyonel Feininger,1950,53,Art,/works/OL2185030W
Michelangelo,Michelangelo Buonarroti,1901,52,Art,/works/OL1164615W
Alex Katz,Alex Katz,1971,52,Art,/works/OL984473W
Of Human Bondage,William Somerset Maugham,1915,407,Music,/works/OL505781W
Essay concerning human understanding,John Locke,1689,188,Music,/works/OL880201W
Medea,Euripides,1703,157,Music,/works/OL66501W
Lucy Gayheart,Willa Cather,1935,154,Music,/works/OL12823W
The Roman Breviary,Catholic Church,1200,140,Music,/works/OL349325W
Overture to Tannhauser,Richard Wagner,1800,131,Music,/works/OL579180W
Discovering Classical Music,Ian Christians,1991,125,Music,/works/OL8772290W
Don Giovanni,Wolfgang Amadeus Mozart,1800,109,Music,/works/OL624289W
Carmen,Georges Bizet,1800,92,Music,/works/OL694849W
The biographical dictionary of musicians,Rupert Hughes,1900,82,Music,/works/OL907250W
Neue Ausgabe sämtlicher Werke,Johann Sebastian Bach,1955,77,Music,/works/OL2912098W
Thurber Carnival,James Thurber,1940,77,Music,/works/OL9323423W
Music,Roger Kamien,1976,75,Music,/works/OL2770497W
Correspondence,Wolfgang Amadeus Mozart,1865,74,Music,/works/OL624288W
Lucrezia Borgia,Gaetano Donizetti,1800,70,Music,/works/OL2215612W
Rigoletto,Giuseppe Verdi,1850,70,Music,/works/OL1304353W
Falstaff,Giuseppe Verdi,1893,70,Music,/works/OL1304351W
Cowboy Songs and Other Frontier Ballads,John Avery Lomax,1910,68,Music,/works/OL6573912W
Biographie universelle des musiciens et bibliographie générale de la musique. Supplément et complément,François-Joseph Fétis,1835,66,Music,/works/OL3470816W
Aïda,Giuseppe Verdi,1800,64,Music,/works/OL1304352W
Faust,Charles Gounod,1800,63,Music,/works/OL653213W
QuaverMusic,QuaverEd,2024,61,Music,/works/OL38395759W
Die Geburt der Tragödie,Friedrich Nietzsche,1872,61,Music,/works/OL98152W
Vios ke Politia tou Alexi Zorba,Nikos Kazantzakis,1952,61,Music,/works/OL85509W
Consuelo,George Sand,1842,59,Music,/works/OL982015W
"Macbeth, Cloth, It",Giuseppe Verdi,1847,58,Music,/works/OL1304249W
The Pirates of Penzance,Sir William Schwenck Gilbert,1879,56,Music,/works/OL905953W
The Perfect Wagnerite,George Bernard Shaw,1896,56,Music,/works/OL1066518W
Shakespeare Survey,Allardyce Nicoll,1933,56,Music,/works/OL8307868W
Oeuvres de J.J. Rousseau,Jean-Jacques Rousseau,1791,54,Music,/works/OL80735W
Madama Butterfly,Giacomo Puccini,1904,53,Music,/works/OL905801W
The Perks of Being a Wallflower,Stephen Chbosky,1999,51,Music,/works/OL875437W
Beginner Method Series,Sean Burdette,2018,50,Music,/works/OL28049104W
Irish melodies,Thomas Moore,1800,48,Music,/works/OL75266W
Die Bremer Stadtmusikanten,Gebrüder Grimm [Brothers Grimm],1922,47,Music,/works/OL45423W
Literary works,Richard Wagner,1871,46,Music,/works/OL579307W
Dictionary of music and musicians,Sir George Grove,1879,46,Music,/works/OL2826726W
"""Surely You're Joking, Mr. Feynman""",Richard Phillips Feynman,1984,45,Music,/works/OL514629W
The complete operas of Gilbert and Sullivan,Sir William Schwenck Gilbert,1900,44,Music,/works/OL905904W
The enjoyment of music,Joseph Machlis,1955,44,Music,/works/OL1921810W
Sämtliche Werke,Johann Wolfgang von Goethe,1800,43,Music,/works/OL52444W
Musicophilia,Oliver Sacks,2007,43,Music,/works/OL277255W
Inspecting post-16,Ofsted.,2001,42,Music,/works/OL12252144W
The listener's history of music,"Scholes, Percy Alfred",1923,41,Music,/works/OL6679509W
Classification,Library of Congress. Subject Cataloging Division.,1904,41,Music,/works/OL4398462W
Prose,Johann Wolfgang von Goethe,1854,41,Music,/works/OL52513W
Concise History of Western Music,Barbara Russano Hanning,1997,38,Music,/works/OL20776483W
The Oxford companion to music,"Scholes, Percy Alfred",1938,38,Music,/works/OL1253826W
Chaos,James Gleick,1987,37,Music,/works/OL15899W
Thirty Years A Slave From Bondage To Freedom The Institution Of Slavery As Seen On The Plantation And In The Home Of The Planter,Louis Hughes,1887,37,Music,/works/OL4131180W
Linda di Chamounix,Gaetano Donizetti,1800,37,Music,/works/OL2215604W
Uncle Remus,Joel Chandler Harris,1800,37,Music,/works/OL2344334W
Henri de Toulouse-Lautrec,Henri de Toulouse-Lautrec,1930,37,Music,/works/OL1259002W
Guillaume Tell,Gioacchino Rossini,1831,37,Music,/works/OL2850897W
Music for Sightsinging,Robert W. Ottman,1956,36,Music,/works/OL2689958W
Hymns for infant minds,Zulfikar Ghose,1809,36,Music,/works/OL646198W
Route nationale,Lol Briggs,1992,35,Music,/works/OL7996600W
A travers chants,Hector Berlioz,1862,35,Music,/works/OL1097992W
Studies in Modern Music,William Henry Hadow,1893,34,Music,/works/OL1540068W
Minima moralia; reflections from damaged life,Theodor W. Adorno,1951,34,Music,/works/OL542175W
Nocturnes,Kazuo Ishiguro,2009,34,Music,/works/OL14875886W
Grade,Mcgraw/ Macmillan,1995,33,Music,/works/OL9212833W
"Music in London, 1890-1894",George Bernard Shaw,1931,33,Music,/works/OL1066467W
Adroddiad gan Arolygwyr ei Mawrhydi,Great Britain. Welsh Office. Education Department. Inspectorate.,1993,33,Music,/works/OL10859102W
Picasso,Gertrude Stein,1938,32,Music,/works/OL37272W
Just Kids,Patti Smith,2006,32,Music,/works/OL15474046W
Strawberry Girl,Lois Lenski,1945,32,Music,/works/OL1526334W
Born to Run,Bruce Springsteen,1975,31,Music,/works/OL1943602W
"Music, history, and ideas",Hugo Leichtentritt,1938,31,Music,/works/OL1237026W
The Napping House (La Casa Adormecida),Audrey Wood,1984,31,Music,/works/OL547418W
Vom Musikalisch-Schönen,Eduard Hanslick,1854,31,Music,/works/OL3553923W
"Gödel, Escher, Bach",Douglas R. Hofstadter,1979,30,Music,/works/OL716850W
The CITY OF GOLD AND LEAD,Sam Youd,1967,30,Music,/works/OL266020W
The Magic School Bus,Joanna Cole,1994,29,Music,/works/OL83104W
iPod,J. D. Biersdorfer,2003,29,Music,/works/OL5753330W
Histoire générale de la musique,François-Joseph Fétis,1869,29,Music,/works/OL3470789W
The Honor of the Big Snows,James Oliver Curwood,1911,29,Music,/works/OL3739416W
Scale Studies,Sean Burdette,2019,28,Music,/works/OL28050865W
Blues people,Amiri Baraka,1963,28,Music,/works/OL21222W
My Musical Life,Nikolay Rimsky-Korsakov,1923,28,Music,/works/OL8386459W
A history of western music,"Grout, Donald Jay.",1960,28,Music,/works/OL2932136W
Early Music History,Iain Fenlon,1984,27,Music,/works/OL3819116W
World music,Terry E. Miller,2005,27,Music,/works/OL120228W
The beggar's opera,John Christopher Pepusch,1728,27,Music,/works/OL6952452W
Understanding Music,Jeremy Yudkin,1995,26,Music,/works/OL1950351W
A Visit from the Goon Squad,Jennifer Egan,2010,26,Music,/works/OL15026613W
Zhongguo xi qu yin yue ji cheng,"""Zhongguo xi qu yin yue ji cheng"" bian ji wei yuan hui",1992,26,Music,/works/OL33038419W
Voyage Out,Virginia Woolf,1915,465,Travel,/works/OL27064817W
The Alhambra,Washington Irving,1800,459,Travel,/works/OL63996W
"The sketch-book of Geoffrey Crayon, Esq",Washington Irving,1819,351,Travel,/works/OL63893W
Astoria,Washington Irving,1800,321,Travel,/works/OL63862W
Martin Chuzzlewit,Charles Dickens,1800,290,Travel,/works/OL14869242W
A week on the Concord and Merrimack Rivers,Henry David Thoreau,1849,236,Travel,/works/OL55670W
The museum experience revisited,John H. Falk,1992,219,Travel,/works/OL16705133W
"Martin Rattler, or, A boy's adventures in the forests of Brazil",Robert Michael Ballantyne,1867,204,Travel,/works/OL2320050W
The Essays of Elia,Charles Lamb,1823,187,Travel,/works/OL44842W
Cape Cod,Henry David Thoreau,1864,182,Travel,/works/OL55724W
The Innocents Abroad,Mark Twain,1800,178,Travel,/works/OL54041W
Life on the Mississippi,Mark Twain,1883,157,Travel,/works/OL53959W
"The adventures of Captain Bonneville, U.S.A.",Washington Irving,1800,145,Travel,/works/OL63859W
By the King,King James VI and I,1603,141,Travel,/works/OL1498776W
The Razor's Edge,William Somerset Maugham,1944,135,Travel,/works/OL505944W
"Early Western Travels, 1748-1846",Reuben Gold Thwaites,1904,134,Travel,/works/OL1619187W
A Survey of London,John Stow,1598,133,Travel,/works/OL1096157W
The Land of Little Rain,Mary Austin,1903,127,Travel,/works/OL1917146W
The American,Henry James,1877,126,Travel,/works/OL276314W
Wild Wales,George Henry Borrow,1798,126,Travel,/works/OL244676W
Palmetto-leaves,Harriet Beecher Stowe,1873,122,Travel,/works/OL152210W
The Rivals,Richard Brinsley Sheridan,1775,122,Travel,/works/OL1062545W
Their Wedding Journey,William Dean Howells,1872,118,Travel,/works/OL69167W
"The journals of André Gide, 1889-1949",André Gide,1939,117,Travel,/works/OL630881W
South: the story of Shackleton's 1914-1917 expedition,Sir Ernest Henry Shackleton,1919,116,Travel,/works/OL1931005W
Columbus,Washington Irving,1800,115,Travel,/works/OL63945W
The Travels of Marco Polo,Marco Polo,1818,114,Travel,/works/OL15584860W
Ker-bloom!,artnoose,1996,112,Travel,/works/OL31792711W
The Maine Woods,Henry David Thoreau,1803,112,Travel,/works/OL55721W
Peer Gynt,Henrik Ibsen,1867,111,Travel,/works/OL52430W
Aus meinem Leben,Johann Wolfgang von Goethe,1800,111,Travel,/works/OL52470W
Backwoods of Canada,Catherine Parr Traill,1836,108,Travel,/works/OL2802649W
Queer places,Elisa Rolle,2016,105,Travel,/works/OL20050080W
"The History, Civil and Commercial, of the British Colonies in the West Indies ...: In Two Volumes",Bryan Edwards,1789,105,Travel,/works/OL6831857W
A dictionary of the English language,Samuel Johnson,1747,104,Travel,/works/OL14862662W
From sea to sea; letters of travel,Rudyard Kipling,1889,103,Travel,/works/OL19875W
California and Oregon trail,Francis Parkman,1872,103,Travel,/works/OL102799W
Description of Greece,Pausanias,1613,103,Travel,/works/OL3401088W
Our Old Home,Nathaniel Hawthorne,1863,101,Travel,/works/OL455366W
Pictures from Italy,Charles Dickens,1846,99,Travel,/works/OL14869503W
Travels in Arabia Deserta,Charles Montagu Doughty,1888,98,Travel,/works/OL2295102W
Away in the wilderness,Robert Michael Ballantyne,1800,95,Travel,/works/OL2320056W
"The world of ice, or, Adventures in the polar regions",Robert Michael Ballantyne,1860,94,Travel,/works/OL2319977W
Omoo,Herman Melville,1847,93,Travel,/works/OL102745W
Charles Darwin's The Voyage of the Beagle:,Charles Darwin,1839,92,Travel,/works/OL515065W
What I saw in America,Gilbert Keith Chesterton,1922,91,Travel,/works/OL76451W
Dodsworth,Sinclair Lewis,1929,91,Travel,/works/OL51146W
First footsteps in East Africa,Richard Francis Burton,1856,89,Travel,/works/OL68668W
A Son of the Sun,Jack London,1900,85,Travel,/works/OL74483W
Venetian life,William Dean Howells,1866,84,Travel,/works/OL69163W
Tristes Tropiques,Claude Lévi-Strauss,1955,84,Travel,/works/OL8261409W
Excursions,Henry David Thoreau,1840,82,Travel,/works/OL55720W
On the Banks of Plum Creek,Laura Ingalls Wilder,1937,82,Travel,/works/OL1719794W
Tarzan of the Apes Tale #1 the Man-Child,Edgar Rice Burroughs,2002,80,Travel,/works/OL1418071W
Works (American Notes / Pictures from Italy),Charles Dickens,1800,80,Travel,/works/OL14868468W
Green Hills of Africa,Ernest Hemingway,1709,80,Travel,/works/OL62985W
Lettres philosophiques,Voltaire,1733,80,Travel,/works/OL15228532W
Historia Alexandri Magni,Quintus Curtius Rufus,1481,79,Travel,/works/OL145025W
Travels with Charley,John Steinbeck,1962,78,Travel,/works/OL23192W
Houghton Mifflin Science California,Houghton Mifflin Company Staff,2006,301,Science,/works/OL27468204W
On the origin of species by means of natural selection,Charles Darwin,1859,259,Science,/works/OL515051W
Houghton Mifflin Science Leveled Readers,Houghton Mifflin Company Staff,2005,242,Science,/works/OL27467443W
Advances in Heterocyclic Chemistry,Alan R. Katritzky,1963,226,Science,/works/OL120822W
"The principall navigations, voiages, and discoveries of the English nations",Richard Hakluyt,1589,225,Science,/works/OL3639910W
Principles of Anatomy and Physiology,Gerard J. Tortora,1975,218,Science,/works/OL1827306W
Essays,Francis Bacon,1618,188,Science,/works/OL69382W
Histoire naturelle,"Georges-Louis Leclerc, comte de Buffon",1749,174,Science,/works/OL1356870W
Mutual Aid,Peter Kropotkin,1891,173,Science,/works/OL1105375W
Discours de la méthode,René Descartes,1644,163,Science,/works/OL1151518W
The book of the damned,Charles Fort,1919,154,Science,/works/OL66059W
1st Report [Session 1993-94],Rand McNally,1983,133,Science,/works/OL14903351W
L'Évolution créatrice,Henri Bergson,1907,125,Science,/works/OL76664W
A Brief History of Time,Stephen Hawking,1988,120,Science,/works/OL1892617W
"A System of Logic, Ratiocinative and Inductive",John Stuart Mill,1843,113,Science,/works/OL1068214W
International review of cytology,George Bourne,1986,108,Science,/works/OL24446425W
The ABC of atoms,Bertrand Russell,1923,105,Science,/works/OL1088556W
Über die spezielle und die allgemeine Relativitätstheorie,Albert Einstein,1917,102,Science,/works/OL1214190W
NASA/DoD aerospace knowledge diffusion research project,Thomas E. Pinelli,1990,101,Science,/works/OL8894965W
International Review of Cell and Molecular Biology,Kwang W. Jeon,2008,95,Science,/works/OL21015217W
4th Report [Session 1993-94],Rand McNally,1990,92,Science,/works/OL14903327W
Introduction to genetic analysis,Anthony J. F. Griffiths,1993,90,Science,/works/OL18407621W
Physics,Aristotle,1472,88,Science,/works/OL151632W
Sapiens,Yuval Noah Harari,2011,86,Science,/works/OL17075811W
Annual reports on NMR spectroscopy,Graham A. Webb,1979,84,Science,/works/OL16927878W
Nova Atlantis,Francis Bacon,1627,84,Science,/works/OL69453W
Microbiology,Gerard J. Tortora,1982,80,Science,/works/OL1827302W
Accounting Principles,Jerry J. Weygandt,1987,79,Science,/works/OL1881226W
Advances in imaging and electron physics,Peter W. Hawkes,1995,78,Science,/works/OL16959776W
The natural history of Selborne,Gilbert White,1789,75,Science,/works/OL1102661W
Cosmos,Carl Sagan,1980,73,Science,/works/OL15829966W
Differentiating Instruction With Menus,Laurie E. Westphal,2007,71,Science,/works/OL9935589W
Pathways Through Science (Nuffield Modular Science),Nuffield-Chelsea Curriculum Trust,1992,71,Science,/works/OL9213099W
The Worst Journey in the World,Apsley Cherry-Garrard,1922,67,Science,/works/OL3360211W
The economy of machinery and manufactures,Charles Babbage,1832,66,Science,/works/OL3013355W
5th Report [Session 1995-96],Rand McNally,1988,65,Science,/works/OL14903313W
The advancement of learning,Francis Bacon,1605,65,Science,/works/OL15403036W
Inquiry into Life,Sylvia S. Mader,1976,63,Science,/works/OL2657790W
The Logic of Scientific Discovery,Karl Popper,1935,63,Science,/works/OL1984582W
Cosmos,Alexander von Humboldt,1845,63,Science,/works/OL1554090W
Progress in optics,Emil Wolf,1963,62,Science,/works/OL16996964W
The expression of emotions in man and animals,Charles Darwin,1872,62,Science,/works/OL515301W
The Man Who Mistook His Wife for a Hat,Oliver Sacks,1980,62,Science,/works/OL1811898W
La science et l'hypothèse,Henri Poincaré,1900,61,Science,/works/OL708894W
Argonauts of the western Pacific,Bronisław Malinowski,1922,61,Science,/works/OL1211011W
Theme Sets. Ice,National Geographic Learning,2006,58,Science,/works/OL26543324W
Mein Weltbild,Albert Einstein,1934,58,Science,/works/OL1214254W
The Nature of the Physical World,Arthur Stanley Eddington,1928,57,Science,/works/OL1107462W
The Human Zoo,Desmond Morris,1705,57,Science,/works/OL104152W
A short history of nearly everything,Bill Bryson,2003,57,Science,/works/OL74128W
Biology,Neil Alexander Campbell,1987,57,Science,/works/OL1983087W
"[Gasoline motor-boat for customs service at Corpus Christi, Texas.]",United States. Congress. House. Committee on Appropriations,1876,57,Science,/works/OL10850294W
Silent Spring,Rachel Carson,1962,57,Science,/works/OL1884862W
The atmosphere,Frederick K. Lutgens,1979,56,Science,/works/OL29602W
Science and education,Thomas Henry Huxley,1893,56,Science,/works/OL1102962W
Physics for scientists and engineers,Paul A. Tipler,1990,56,Science,/works/OL1984422W
Progress in nucleic acid research and molecular biology,Waldo E. Cohn,1974,52,Science,/works/OL16974146W
The works of Francis Bacon,Francis Bacon,1740,52,Science,/works/OL69455W
Novum organum,Francis Bacon,1620,52,Science,/works/OL69399W
Literary works of Leonardo da Vinci,Leonardo da Vinci,1883,51,Science,/works/OL695407W
Differentiating Instruction with Menus for the Inclusive Classroom,Laurie E. Westphal,2010,50,Science,/works/OL21250459W
Recherches sur les substances radioactives,Marie Curie,1903,50,Science,/works/OL723624W
Progress in inorganic chemistry,Henry Taube,1983,49,Science,/works/OL19169979W
Longitude,Dava Sobel,1995,49,Science,/works/OL265465W
"Discovery Education Elementary School Science Techbook, National",Discovery Education,2023,48,Science,/works/OL35788644W
The principles of science,William Stanley Jevons,1874,47,Science,/works/OL4764092W
The Structure of Scientific Revolutions,Thomas S. Kuhn,1955,47,Science,/works/OL3259254W
Sitzungsberichte der Philosophisch-historischen Classe,"Kaiserlichen Akademie der Wissenschaften in Wien, Mathematisch-Naturwissenschaftliche Klasse",1848,47,Science,/works/OL15705000W
Fundamentals Of Electricity And Magnetism,McGraw-Hill,2001,47,Science,/works/OL14996328W
The Currents of Space,Isaac Asimov,1952,46,Science,/works/OL46385W
Inquiries into human faculty and its development,Sir Francis Galton,1883,46,Science,/works/OL3370378W
"International catalogue of scientific literature, 1901-1914",Royal Society of London,1901,45,Science,/works/OL16456531W
The Nation's report card,Anthony D. Lutkus,2001,45,Science,/works/OL23896963W
"The cyclopaedia ; or, universal dictionary of arts, sciences and literature",Abraham Rees,1810,44,Science,/works/OL24893135W
Zhongguo zao qi ke ji qi kan hui bian,Yasha Jiang,2008,44,Science,/works/OL32337120W
Conjectures and refutations,Karl Popper,1962,44,Science,/works/OL1984581W
What If?,Randall Munroe,1980,44,Science,/works/OL17095301W
Advances in virus research,Karl Maramorosch,1986,43,Science,/works/OL24320233W
21st Century Nanoscience - a Handbook,Klaus D. Sattler,2019,43,Science,/works/OL20743382W
A star atlas and telescopic handbook (epoch 1920),Arthur P. Norton,1910,43,Science,/works/OL4780748W
Progress in Inorganic Chemistry,Kenneth D. Karlin,2003,42,Science,/works/OL20438736W
Exploring Science,Mark Levesley,2001,42,Science,/works/OL19322823W
Mendel's principles of heredity,William Bateson,1902,42,Science,/works/OL1111441W
The Child's Book of Nature: for the use of families and schools : intended to aid mothers and ..,Worthington Hooker,1857,41,Science,/works/OL7099987W
Prey,Michael Crichton,2002,65,Technology,/works/OL46883W
"Engineering Mechanics, Statics & Dynamics",R. C. Hibbeler,1974,55,Technology,/works/OL1865037W
State of Fear,Michael Crichton,2004,51,Technology,/works/OL46914W
One-Dimensional Man,Herbert Marcuse,1963,48,Technology,/works/OL98205W
Understanding Media,Marshall McLuhan,1964,47,Technology,/works/OL871783W
Upgrading and repairing PCs,Scott Mueller,1988,44,Technology,/works/OL65487W
The Human Condition,Hannah Arendt,1958,42,Technology,/works/OL10460638W
"The Arms of Krupp, 1587-1968",William Manchester,1964,41,Technology,/works/OL4116630W
Transactions on Engineering Technologies,Sio-Iong Ao,2013,40,Technology,/works/OL20667190W
ההיסטוריה של המחר,Yuval Noah Harari,2015,39,Technology,/works/OL17641518W
The Circle,Dave Eggers,2013,38,Technology,/works/OL16808654W
C++ how to program,Harvey M. Deitel,1992,38,Technology,/works/OL1753945W
Red Storm Rising,Tom Clancy,1983,35,Technology,/works/OL159642W
"Henley's twentieth century formulas, recipes and processes",Gardner Dexter Hiscox,1907,34,Technology,/works/OL6728730W
Elon Musk,Ashlee Vance,2013,34,Technology,/works/OL17184556W
Machinerys Handbook,Erik Oberg,1959,33,Technology,/works/OL7707183W
Reckless,Cornelia Funke,2010,33,Technology,/works/OL15371140W
Anticipations of the reaction of mechanical and scientific progress upon human life and thought,H. G. Wells,1902,32,Technology,/works/OL52202W
Das Finanzkapital,Rudolf Hilferding,1904,31,Technology,/works/OL5638486W
Bridge engineering handbook,Wai-Kai Chen,1999,29,Technology,/works/OL19323086W
Report by H.M. Inspectors,Great Britain. Welsh Office. Education Department. Inspectorate.,1992,29,Technology,/works/OL10859101W
Knight's American mechanical dictionary,Edward Henry Knight,1800,28,Technology,/works/OL231537W
Feed,M. T. Anderson,2002,27,Technology,/works/OL112043W
Contemporary Logistics in China,Bing-lian Liu,2012,26,Technology,/works/OL20707676W
ESD,Steven H. Voldman,2005,26,Technology,/works/OL5853011W
The Way Things Work,David Macaulay,1988,26,Technology,/works/OL15130328W
The Human Use of Human Beings,Norbert Wiener,1950,26,Technology,/works/OL4307570W
507 Mechanical Movements,Henry T. Brown,1991,24,Technology,/works/OL2590980W
Digital Electronics,William Kleitz,1987,24,Technology,/works/OL1814389W
Industrial Society and Its Future,Theodore Kaczynski,1995,24,Technology,/works/OL9003449W
Die Revolution der Hoffnung,Erich Fromm,1968,24,Technology,/works/OL1184898W
Science in history,J. D. Bernal,1954,24,Technology,/works/OL1320050W
The Boy Who Harnessed the Wind,William Kamkwamba,2009,23,Technology,/works/OL15190422W
Sensory evaluation techniques,Morten Meilgaard,1987,23,Technology,/works/OL4459896W
A dictionary of scientific terms,I. F. Henderson,1920,23,Technology,/works/OL1384585W
Ssu-chʻuan sheng chih,Sichuan Sheng di fang zhi bian zuan wei yuan hui,1992,23,Technology,/works/OL19247373W
Science in a Technical World,American Chemical Society,1999,22,Technology,/works/OL8373209W
Der Mensch und die Technik,Oswald Spengler,1931,22,Technology,/works/OL3392000W
Science and civilisation in China,Joseph Needham,1954,22,Technology,/works/OL1186505W
Science and Human Values,Jacob Bronowski,1956,22,Technology,/works/OL276126W
"Treaties, etc",Soviet Union.,1973,22,Technology,/works/OL800274W
