Title,Author,Publish Year,Edition Count,Subject,Work ID
Alice's Adventures in Wonderland,Lewis Carroll,1865,3547,Fantasy,/works/OL138052W
The Wonderful Wizard of Oz,L. Frank Baum,1899,2049,Fantasy,/works/OL18417W
Treasure Island,Robert Louis Stevenson,1880,1988,Fantasy,/works/OL24034W
Gulliver's Travels,Jonathan Swift,1726,1810,Fantasy,/works/OL20600W
A Midsummer Night's Dream,William Shakespeare,1600,1505,Fantasy,/works/OL259010W
The Prince,Niccolò Machiavelli,1515,1407,Fantasy,/works/OL1089297W
Through the Looking-Glass,Lewis Carroll,1865,1379,Fantasy,/works/OL151406W
The Wind in the Willows,Kenneth Grahame,1908,1346,Fantasy,/works/OL28570037W
Five Children and It,Edith Nesbit,1905,950,Fantasy,/works/OL99499W
The Princess and the Goblin,George MacDonald,1872,750,Fantasy,/works/OL15449W
The Lost World,Arthur Conan Doyle,1900,747,Fantasy,/works/OL262460W
The Marvelous Land of Oz,L. Frank Baum,1904,724,Fantasy,/works/OL18396W
Ozma of Oz,L. Frank Baum,1907,701,Fantasy,/works/OL18415W
Le petit prince,Antoine de Saint-Exupéry,1943,688,Fantasy,/works/OL10263W
The Emerald City of Oz,L. Frank Baum,1910,634,Fantasy,/works/OL18409W
Dorothy and the Wizard in Oz,L. Frank Baum,1908,622,Fantasy,/works/OL18412W
The Lost Princess of Oz,L. Frank Baum,1917,591,Fantasy,/works/OL18411W
The Story of the Amulet,Edith Nesbit,1905,578,Fantasy,/works/OL407476W
The Complete Life and Adventures of Santa Claus,L. Frank Baum,1902,560,Fantasy,/works/OL262358W
Alice's Adventures in Wonderland / Through the Looking Glass,Lewis Carroll,1889,544,Fantasy,/works/OL151411W
Nineteen Eighty-Four,George Orwell,1949,536,Fantasy,/works/OL1168083W
The Road to Oz,L. Frank Baum,1909,533,Fantasy,/works/OL262390W
The Sea Fairies,L. Frank Baum,1911,528,Fantasy,/works/OL262384W
Baum's American Fairy Tales,L. Frank Baum,1901,514,Fantasy,/works/OL262341W
Sky Island,L. Frank Baum,1912,510,Fantasy,/works/OL262385W
The Scarecrow of Oz,L. Frank Baum,1915,503,Fantasy,/works/OL262352W
The Patchwork Girl of Oz,L. Frank Baum,1913,496,Fantasy,/works/OL18405W
The Magic of Oz,L. Frank Baum,1919,495,Fantasy,/works/OL262380W
Tik-Tok of Oz,L. Frank Baum,1914,490,Fantasy,/works/OL18414W
Rinkitink in Oz,L. Frank Baum,1916,488,Fantasy,/works/OL262376W
The Hobbit,J.R.R. Tolkien,1703,481,Fantasy,/works/OL27482W
The Enchanted Castle,Edith Nesbit,1907,478,Fantasy,/works/OL99541W
Phantastes,George MacDonald,1850,472,Fantasy,/works/OL15450W
The Tin Woodman of Oz,L. Frank Baum,1918,461,Fantasy,/works/OL262381W
A Princess of Mars,Edgar Rice Burroughs,1912,456,Fantasy,/works/OL1418187W
Glinda of Oz,L. Frank Baum,1920,454,Fantasy,/works/OL262391W
The Magic City,Edith Nesbit,1910,445,Fantasy,/works/OL99535W
Peter Pan,J. M. Barrie,1911,441,Fantasy,/works/OL462007W
The Phoenix and the Carpet,Edith Nesbit,1903,438,Fantasy,/works/OL99539W
Le avventure di Pinocchio,Carlo Collodi,1883,431,Fantasy,/works/OL1527356W
Le Tour du Monde en Quatre-Vingts Jours,Jules Verne,1872,426,Fantasy,/works/OL1100007W
Harry Potter and the Philosopher's Stone,J. K. Rowling,1997,398,Fantasy,/works/OL82563W
The description of a new world,"Margaret Cavendish, Duchess of Newcastle",1666,361,Fantasy,/works/OL1112413W
"News from nowhere, or, An epoch of rest, being some chapters from a utopian romance",William Morris,1890,347,Fantasy,/works/OL47721W
À rebours,Joris-Karl Huysmans,1884,337,Fantasy,/works/OL2239396W
The Secret Agent,Joseph Conrad,1907,335,Fantasy,/works/OL39108W
Puck of Pook's Hill,Rudyard Kipling,1900,322,Fantasy,/works/OL20165W
The Fellowship of the Ring,J.R.R. Tolkien,1954,315,Fantasy,/works/OL27513W
Harry Potter and the Chamber of Secrets,J. K. Rowling,1998,305,Fantasy,/works/OL82537W
The Enchanted Island of Yew,L. Frank Baum,1903,288,Fantasy,/works/OL262388W
The Two Towers,J.R.R. Tolkien,1954,288,Fantasy,/works/OL27479W
The Return of the King,J.R.R. Tolkien,1950,285,Fantasy,/works/OL27455W
After London,Richard Jefferies,1885,280,Fantasy,/works/OL1176822W
Harry Potter and the Prisoner of Azkaban,J. K. Rowling,1999,279,Fantasy,/works/OL82536W
The Royal Book of Oz,Ruth Plumly Thompson,1921,270,Fantasy,/works/OL1156218W
Jurgen,James Branch Cabell,1919,259,Fantasy,/works/OL6585796W
The wood beyond the world,William Morris,1894,250,Fantasy,/works/OL47752W
Harry Potter and the Order of the Phoenix,J. K. Rowling,2003,247,Fantasy,/works/OL82548W
Harry Potter and the Goblet of Fire,J. K. Rowling,2000,242,Fantasy,/works/OL82560W
Мастер и Маргарита,Михаил Афанасьевич Булгаков,1966,235,Fantasy,/works/OL676009W
Sylvie and Bruno,Lewis Carroll,1889,232,Fantasy,/works/OL151430W
The Moon Pool,A. Merritt,1919,230,Fantasy,/works/OL4104767W
The reluctant dragon,Kenneth Grahame,1938,228,Fantasy,/works/OL69602W
The Story of Doctor Dolittle,Hugh Lofting,1920,224,Fantasy,/works/OL1449046W
Charlie and the Chocolate Factory,Roald Dahl,1964,221,Fantasy,/works/OL45790W
The Well at the World's End,William Morris,1892,216,Fantasy,/works/OL47750W
The water-babies: a fairy tale for a land-baby,Charles Kingsley,1863,213,Fantasy,/works/OL1130038W
Cien años de soledad,Gabriel García Márquez,1967,207,Fantasy,/works/OL274505W
Brood of the Witch-Queen,Sax Rohmer,1924,194,Fantasy,/works/OL2288676W
The Horse and His Boy,C. S. Lewis,1954,185,Fantasy,/works/OL71058W
Fifty-one tales,Lord Dunsany,1915,179,Fantasy,/works/OL83881W
Harry Potter and the Half-Blood Prince,J. K. Rowling,2005,177,Fantasy,/works/OL82565W
"The little white bird, or, Adventures in Kensington gardens",J. M. Barrie,1902,172,Fantasy,/works/OL461993W
Wet Magic,Edith Nesbit,1937,166,Fantasy,/works/OL99513W
The Magician's Nephew,C. S. Lewis,1955,163,Fantasy,/works/OL71042W
Peter Pan in Kensington Gardens,J. M. Barrie,1906,163,Fantasy,/works/OL462123W
The Master Key,L. Frank Baum,1901,162,Fantasy,/works/OL262383W
Morning Star,H. Rider Haggard,1910,159,Fantasy,/works/OL17506W
The Voyages of Doctor Dolittle,Hugh Lofting,1922,158,Fantasy,/works/OL1449063W
"The Lion, the Witch and the Wardrobe",C. S. Lewis,1950,157,Fantasy,/works/OL71037W
The house of the Wolfings,William Morris,1889,156,Fantasy,/works/OL47670W
The Silmarillion,J.R.R. Tolkien,1977,156,Fantasy,/works/OL27495W
The Crock of Gold,James Stephens,1912,155,Fantasy,/works/OL1154817W
James and the Giant Peach,Roald Dahl,1961,149,Fantasy,/works/OL45809W
Charlotte's Web,E. B. White,1952,149,Fantasy,/works/OL483391W
Northern Lights,Philip Pullman,1995,148,Fantasy,/works/OL28988W
Prince Caspian,C. S. Lewis,1951,145,Fantasy,/works/OL71069W
Harry Potter and the Deathly Hallows,J. K. Rowling,2007,144,Fantasy,/works/OL82586W
The Silver Chair,C. S. Lewis,1953,141,Fantasy,/works/OL71078W
The BFG,Roald Dahl,1980,136,Fantasy,/works/OL45885W
A Game of Thrones,George R. R. Martin,1996,136,Fantasy,/works/OL257943W
Lost Horizon,James Hilton,1933,130,Fantasy,/works/OL2455093W
Where the Wild Things Are,Maurice Sendak,1963,125,Fantasy,/works/OL2568879W
Little Wizard stories of Oz,L. Frank Baum,1914,124,Fantasy,/works/OL18394W
Fatta Eld,Suzanne Collins,2009,116,Fantasy,/works/OL36410330W
A strange manuscript found in a copper cylinder,James De Mille,1888,110,Fantasy,/works/OL96167W
Watership Down,Richard Adams,1972,108,Fantasy,/works/OL2096536W
"Momo oder Die seltsame Geschichte von den Zeit-Dieben und von dem Kind, das den Menschen die gestohlene Zeit zurückbrachte",Michael Ende,1973,108,Fantasy,/works/OL2271626W
The Subtle Knife,Philip Pullman,1997,106,Fantasy,/works/OL28993W
The Last Battle,C. S. Lewis,1956,106,Fantasy,/works/OL71124W
"Frankenstein; or, The Modern Prometheus",Mary Shelley,1818,2187,Science Fiction,/works/OL450063W
Dracula,Bram Stoker,1897,1917,Science Fiction,/works/OL85892W
The Time Machine,H. G. Wells,1895,1146,Science Fiction,/works/OL52267W
Brave New World,Aldous Huxley,1932,722,Science Fiction,/works/OL64365W
The Jewel of Seven Stars,Bram Stoker,1902,653,Science Fiction,/works/OL85891W
The Iron Heel,Jack London,1907,597,Science Fiction,/works/OL74502W
Flatland,Edwin Abbott Abbott,1884,585,Science Fiction,/works/OL118388W
The Invisible Man,H. G. Wells,0,563,Science Fiction,/works/OL52266W
The Princess and Curdie,George MacDonald,1832,487,Science Fiction,/works/OL15448W
The War of the Worlds,H. G. Wells,0,457,Science Fiction,/works/OL52114W
The Napoleon of Notting Hill,Gilbert Keith Chesterton,1904,454,Science Fiction,/works/OL76473W
The Last Man,Mary Shelley,1826,430,Science Fiction,/works/OL450124W
The warlord of Mars #3,Edgar Rice Burroughs,1914,420,Science Fiction,/works/OL1418137W
Vingt mille lieues sous les mers,Jules Verne,1870,384,Science Fiction,/works/OL1099280W
The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,1875,373,Science Fiction,/works/OL24156W
The Poison Belt,Arthur Conan Doyle,1913,345,Science Fiction,/works/OL262596W
The Gods of Mars,Edgar Rice Burroughs,1918,315,Science Fiction,/works/OL1417942W
The Chessmen of Mars,Edgar Rice Burroughs,1922,313,Science Fiction,/works/OL1418244W
The Machine Stops,E. M. Forster,1909,311,Science Fiction,/works/OL88800W
The Island of Dr. Moreau,H. G. Wells,1896,295,Science Fiction,/works/OL381550W
Gullivar of Mars,Edwin Lester Linden Arnold,1964,290,Science Fiction,/works/OL5960415W
The Coming Race,"Edward Bulwer Lytton, Baron Lytton",1871,262,Science Fiction,/works/OL61825W
Fahrenheit 451,Ray Bradbury,1953,262,Science Fiction,/works/OL103123W
"The king of the Golden River; or, The black brothers",John Ruskin,1839,235,Science Fiction,/works/OL88599W
At the Earth's Core,Edgar Rice Burroughs,1914,219,Science Fiction,/works/OL1417907W
In the days of the comet,H. G. Wells,1906,213,Science Fiction,/works/OL52252W
Мы,Евгений Иванович Замятин,1924,210,Science Fiction,/works/OL10215W
De la terre à la lune,Jules Verne,1865,208,Science Fiction,/works/OL1099479W
"Thuvia, Maid of Mars",Edgar Rice Burroughs,1916,206,Science Fiction,/works/OL1418128W
Voyage au Centre de la Terre,Jules Verne,1867,205,Science Fiction,/works/OL1099513W
When the Sleeper Awakes,H. G. Wells,1899,197,Science Fiction,/works/OL52151W
The food of the gods and how it came to earth,H. G. Wells,1900,194,Science Fiction,/works/OL52195W
"The Beasts of Tarzan (Classic Ace SF, F-203)",Edgar Rice Burroughs,1914,188,Science Fiction,/works/OL1417916W
When the World Shook,H. Rider Haggard,1919,181,Science Fiction,/works/OL17518W
The Handmaid's Tale,Margaret Atwood,1985,174,Science Fiction,/works/OL675783W
It Can't Happen Here,Sinclair Lewis,1935,157,Science Fiction,/works/OL51145W
R.U.R. and The insect play,Karel Čapek,1920,147,Science Fiction,/works/OL575625W
The Hunger Games,Suzanne Collins,2008,142,Science Fiction,/works/OL5735363W
Slaughterhouse-Five,Kurt Vonnegut,1956,140,Science Fiction,/works/OL98459W
A Fighting Man Of Mars,Edgar Rice Burroughs,1931,138,Science Fiction,/works/OL1418176W
The Martian Chronicles,Ray Bradbury,1950,138,Science Fiction,/works/OL103134W
A Clockwork Orange,Anthony Burgess,1962,136,Science Fiction,/works/OL261794W
The Master Mind of Mars,Edgar Rice Burroughs,1928,130,Science Fiction,/works/OL1418222W
Armageddon 2419 AD,Philip Francis Nowlan,1962,127,Science Fiction,/works/OL8126453W
The Hitch Hiker's Guide to the Galaxy,Douglas Adams,1979,122,Science Fiction,/works/OL2163649W
Dune,Frank Herbert,1965,120,Science Fiction,/works/OL893415W
On the Beach,Nevil Shute,1957,119,Science Fiction,/works/OL2779754W
2001,Arthur C. Clarke,1968,117,Science Fiction,/works/OL17365W
Synthetic Men of Mars,Edgar Rice Burroughs,1940,115,Science Fiction,/works/OL1418033W
The First Men in the Moon,H. G. Wells,1900,114,Science Fiction,/works/OL52260W
Charlie and the Great Glass Elevator,Roald Dahl,1972,113,Science Fiction,/works/OL45793W
Cinq semaines en ballon,Jules Verne,1867,112,Science Fiction,/works/OL1099380W
Swords of Mars,Edgar Rice Burroughs,1936,110,Science Fiction,/works/OL1418224W
Little Fuzzy,H. Beam Piper,1961,110,Science Fiction,/works/OL579085W
Llana of Gathol (Mars #10),Edgar Rice Burroughs,1948,107,Science Fiction,/works/OL1417975W
The Giver,Lois Lowry,1993,106,Science Fiction,/works/OL1846076W
The house behind the cedars,Charles Waddell Chesnutt,1900,105,Science Fiction,/works/OL112797W
A Wrinkle in Time,Madeleine L'Engle,1962,105,Science Fiction,/works/OL41495W
The ship of Ishtar,A. Merritt,1924,104,Science Fiction,/works/OL4104766W
Lord of the World,Robert Hugh Benson,1907,104,Science Fiction,/works/OL50103W
Ender's Game,Orson Scott Card,1985,104,Science Fiction,/works/OL49488W
A Modern Utopia,H. G. Wells,1900,102,Science Fiction,/works/OL52256W
"I, Robot",Isaac Asimov,1950,99,Science Fiction,/works/OL46241W
Foundation,Isaac Asimov,1951,99,Science Fiction,/works/OL46125W
Mockingjay,Suzanne Collins,2010,98,Science Fiction,/works/OL14908941W
The water of the Wondrous isles,William Morris,1897,96,Science Fiction,/works/OL47745W
Deception Point,Dan Brown,2001,96,Science Fiction,/works/OL76835W
The Gunslinger,Stephen King,1976,95,Science Fiction,/works/OL81628W
Jurassic Park,Michael Crichton,1990,93,Science Fiction,/works/OL46881W
The Restaurant at the End of the Universe,Douglas Adams,1980,92,Science Fiction,/works/OL2163655W
Plague Ship,Andre Norton,1956,91,Science Fiction,/works/OL473283W
The Time Traders,Andre Norton,1958,91,Science Fiction,/works/OL473477W
The Left Hand of Darkness,Ursula K. Le Guin,1969,91,Science Fiction,/works/OL59800W
Do Androids Dream of Electric Sheep?,Philip K. Dick,1968,90,Science Fiction,/works/OL2172356W
Star Born,Andre Norton,1957,89,Science Fiction,/works/OL473476W
The Blind Assassin,Margaret Atwood,2000,89,Science Fiction,/works/OL675698W
The Dead Zone,Stephen King,1979,88,Science Fiction,/works/OL81630W
Eragon,Christopher Paolini,2000,88,Science Fiction,/works/OL5819895W
Divergent,Veronica Roth,2010,87,Science Fiction,/works/OL15719630W
Junkyard Planet,H. Beam Piper,1631,87,Science Fiction,/works/OL579075W
La casa verde,Mario Vargas Llosa,1966,87,Science Fiction,/works/OL857541W
A Wizard of Earthsea,Ursula K. Le Guin,1968,87,Science Fiction,/works/OL59798W
The Amber Spyglass,Philip Pullman,1999,87,Science Fiction,/works/OL28996W
Cat's Cradle,Kurt Vonnegut,1963,86,Science Fiction,/works/OL98454W
Solaris,Stanisław Lem,1961,86,Science Fiction,/works/OL109524W
The Adventures of Captain Underpants,Dav Pilkey,1997,85,Science Fiction,/works/OL14871228W
Wuthering Heights,Emily Brontë,1846,2887,Romance,/works/OL21177W
Emma,Jane Austen,1815,2263,Romance,/works/OL66513W
Sense and Sensibility,Jane Austen,1811,2090,Romance,/works/OL66562W
Little Women,Louisa May Alcott,1848,1888,Romance,/works/OL29983W
Анна Каренина,Лев Толстой,1876,1315,Romance,/works/OL267096W
The Great Gatsby,F. Scott Fitzgerald,1920,1179,Romance,/works/OL468431W
Jane Eyre,Charlotte Brontë,1847,1170,Romance,/works/OL1095427W
Northanger Abbey,Jane Austen,1818,1013,Romance,/works/OL66534W
Ethan Frome,Edith Wharton,1910,1000,Romance,/works/OL98501W
The Moonstone,Wilkie Collins,1800,977,Romance,/works/OL176092W
A Room with a View,E. M. Forster,1905,755,Romance,/works/OL88813W
Hrabě Monte Cristo. Díl 1 a 2 (třísvazkové vydání),Alexandre Dumas,1830,736,Romance,/works/OL36287W
Riders of the Purple Sage,Zane Grey,1912,709,Romance,/works/OL485504W
Uncle Tom's Cabin,Harriet Beecher Stowe,1850,688,Romance,/works/OL152161W
This Side of Paradise,F. Scott Fitzgerald,1920,631,Romance,/works/OL468488W
Women in Love,D. H. Lawrence,1877,564,Romance,/works/OL81294W
Heart of Darkness,Joseph Conrad,1899,553,Romance,/works/OL38663W
She,H. Rider Haggard,1886,510,Romance,/works/OL17453W
Howards End,E. M. Forster,1910,498,Romance,/works/OL88881W
Cranford,Elizabeth Cleghorn Gaskell,1853,473,Romance,/works/OL1103093W
The Portrait of a Lady,Henry James,1881,432,Romance,/works/OL276365W
Jude the Obscure,Thomas Hardy,1895,425,Romance,/works/OL44986W
"Under the Greenwood Tree or, The Mellstock quire",Thomas Hardy,1872,425,Romance,/works/OL44973W
Le rouge et le noir,Stendhal,1830,404,Romance,/works/OL733640W
The Woodlanders,Thomas Hardy,1800,392,Romance,/works/OL44990W
The pioneers,James Fenimore Cooper,1800,378,Romance,/works/OL77997W
The Lone Star Ranger,Zane Grey,1914,358,Romance,/works/OL485469W
The ghost,Arnold Bennett,1907,319,Romance,/works/OL109229W
Framley Parsonage,Anthony Trollope,1861,317,Romance,/works/OL109880W
The Age of Innocence,Edith Wharton,1920,301,Romance,/works/OL98491W
Daisy Miller,Henry James,1877,244,Romance,/works/OL276328W
The Ambassadors,Henry James,1903,231,Romance,/works/OL276470W
Washington Square,Henry James,1880,219,Romance,/works/OL276395W
Poirot investigates,Agatha Christie,1924,216,Romance,/works/OL471940W
The Return of the Native,Thomas Hardy,1878,205,Romance,/works/OL44994W
Death on the Nile,Agatha Christie,1937,187,Romance,/works/OL471724W
Доктор Живаго,Boris Leonidovich Pasternak,1957,176,Romance,/works/OL258301W
Fifty Shades of Grey,E. L. James,2000,141,Romance,/works/OL16336633W
Pride and Prejudice,Jane Austen,1813,132,Romance,/works/OL15165350W
Twilight,Stephenie Meyer,2005,131,Romance,/works/OL5720023W
El amor en los tiempos del cólera,Gabriel García Márquez,1985,130,Romance,/works/OL274518W
The Mystery of the Blue Train,Agatha Christie,1928,124,Romance,/works/OL471603W
Genji monogatari,Murasaki Shikibu,1900,121,Romance,/works/OL2564006W
In Cold Blood,Truman Capote,1965,117,Romance,/works/OL1992198W
Comus,John Milton,1738,111,Romance,/works/OL810989W
The Godfather,Mario Puzo,1969,109,Romance,/works/OL1673205W
Abel Sánchez,Miguel de Unamuno,1917,108,Romance,/works/OL503503W
Pelham,"Edward Bulwer Lytton, Baron Lytton",1828,108,Romance,/works/OL8088746W
The Eustace diamonds,Anthony Trollope,1872,102,Romance,/works/OL109873W
Jamaica Inn,Daphne du Maurier,1936,100,Romance,/works/OL36632W
The Last Chronicle of Barset,Anthony Trollope,1867,97,Romance,/works/OL109876W
Dead Man's Folly,Agatha Christie,1956,96,Romance,/works/OL471713W
Eclipse,Stephenie Meyer,2006,94,Romance,/works/OL5720025W
The Custom of the Country,Edith Wharton,1900,94,Romance,/works/OL98585W
Der Vorleser,Bernhard Schlink,1995,89,Romance,/works/OL14871157W
New Moon,Stephenie Meyer,2006,88,Romance,/works/OL5720027W
Sad Cypress,Agatha Christie,1939,86,Romance,/works/OL471870W
Les Dieux Ont Soif,Anatole France,1900,86,Romance,/works/OL989065W
Fifty Shades Darker,E. L. James,2011,83,Romance,/works/OL16550681W
The Fault in Our Stars,John Green,2010,80,Romance,/works/OL16444438W
Frenchman's Creek,Daphne du Maurier,1940,80,Romance,/works/OL7917284W
The Thorn Birds,Colleen McCullough,1977,79,Romance,/works/OL1882556W
Fifty Shades Freed,E. L. James,2011,78,Romance,/works/OL16550682W
The Talisman,Sir Walter Scott,1800,77,Romance,/works/OL863795W
Novels (Emma / Mansfield Park / Northanger Abbey / Persuasion / Pride and Prejudice / Sense and Sensibility),Jane Austen,1818,75,Romance,/works/OL66512W
The Horse Whisperer,Nicholas Evans,1995,72,Romance,/works/OL1850341W
The Price of Salt,Patricia Highsmith,1952,72,Romance,/works/OL59448W
The well-beloved,Thomas Hardy,1897,71,Romance,/works/OL44989W
A Torre Negra,Stephen King,1991,70,Romance,/works/OL81625W
Can you forgive her?,Anthony Trollope,1800,69,Romance,/works/OL109868W
High Fidelity,Nick Hornby,1995,66,Romance,/works/OL1916907W
The God of Small Things,Arundhati Roy,1997,65,Romance,/works/OL1052133W
My Secret Life,Walter,1966,64,Romance,/works/OL264676W
Potterism,Rose Macaulay,1920,63,Romance,/works/OL261828W
The Wings of the Dove,Henry James,1902,60,Romance,/works/OL276397W
O mandarim,Eça de Queiroz,1889,59,Romance,/works/OL846543W
Americanah,Chimamanda Ngozi Adichie,1969,58,Romance,/works/OL16805415W
The Minister's Wooing,Harriet Beecher Stowe,1800,57,Romance,/works/OL152226W
Night Over Water,Ken Follett,1981,56,Romance,/works/OL1914085W
Nichts ist stärker als die Liebe,Danielle Steel,1981,55,Romance,/works/OL19613W
Cidade e as serras,Eça de Queiroz,1900,55,Romance,/works/OL846552W
Seta,Alessandro Baricco,1920,54,Romance,/works/OL876504W
The Notebook,Nicholas Sparks,1996,53,Romance,/works/OL54797W
The Vampire Lestat,Anne Rice,1986,53,Romance,/works/OL77813W
The Duke's Children,Anthony Trollope,1880,51,Romance,/works/OL109872W
Paper Towns,John Green,2008,50,Romance,/works/OL11822690W
Outlander,Diana Gabaldon,1991,50,Romance,/works/OL3261155W
Il était une fois l'amour,Danielle Steel,1981,49,Romance,/works/OL19590W
Oryx and Crake,Margaret Atwood,2002,49,Romance,/works/OL675722W
Ken Ward in the Jungle,Zane Grey,1912,49,Romance,/works/OL485457W
Light a Penny Candle,Maeve Binchy,1970,48,Romance,/works/OL56770W
Royal Escape,Georgette Heyer,1938,47,Romance,/works/OL4092591W
Me Before You,Jojo Moyes,2012,47,Romance,/works/OL28353073W
The Glimpses of the Moon,Edith Wharton,1922,46,Romance,/works/OL98580W
"Landfall, a channel story",Nevil Shute,1940,46,Romance,/works/OL2779743W
Mistress of Mellyn,Eleanor Burford,1960,46,Romance,/works/OL3931421W
Echoes,Maeve Binchy,1985,45,Romance,/works/OL56768W
Dragonfly in Amber,Diana Gabaldon,1992,45,Romance,/works/OL3261153W
Lie Down With Lions,Ken Follett,1985,44,Romance,/works/OL1914086W
Bible,Bible,1200,6107,History,/works/OL17732W
Pride and Prejudice,Jane Austen,1813,4039,History,/works/OL66554W
A Christmas Carol,Charles Dickens,1843,3198,History,/works/OL32466W
The Picture of Dorian Gray,Oscar Wilde,1890,3012,History,/works/OL8193416W
Adventures of Huckleberry Finn,Mark Twain,1876,2622,History,/works/OL53908W
The Scarlet Letter,Nathaniel Hawthorne,1800,2425,History,/works/OL455305W
Robinson Crusoe,Daniel Defoe,1686,2420,History,/works/OL45089W
Oliver Twist,Charles Dickens,1822,2209,History,/works/OL8193478W
A Tale of Two Cities,Charles Dickens,1800,2060,History,/works/OL8193465W
Macbeth,William Shakespeare,1508,1866,History,/works/OL258902W
The Call of the Wild,Jack London,1903,1700,History,/works/OL14942956W
The Secret Garden,Frances Hodgson Burnett,1911,1594,History,/works/OL69612W
Don Quijote de la Mancha,Miguel de Cervantes Saavedra,1600,1594,History,/works/OL503666W
Madame Bovary,Gustave Flaubert,1856,1558,History,/works/OL893707W
The Art of War,孙武 (Sun Tzu),1900,1542,History,/works/OL244537W
Great Expectations,Charles Dickens,1861,1489,History,/works/OL8721462W
Julius Caesar,William Shakespeare,1656,1477,History,/works/OL362702W
La Divina Commedia,Dante Alighieri,1472,1339,History,/works/OL93082W
The Hound of the Baskervilles,Arthur Conan Doyle,1900,1309,History,/works/OL262454W
Anne of Green Gables,Lucy Maud Montgomery,1908,1299,History,/works/OL77746W
Преступление и наказание,Fyodor Dostoyevsky,1866,1179,History,/works/OL166894W
Three Men in a Boat (to say nothing of the dog),Jerome Klapka Jérôme,1889,1137,History,/works/OL1793164W
The Adventures of Sherlock Holmes [12 stories],Arthur Conan Doyle,1892,1132,History,/works/OL262421W
The Taming of the Shrew,William Shakespeare,1631,1126,History,/works/OL362690W
Moby Dick,Herman Melville,1851,1116,History,/works/OL102749W
Moll Flanders,Daniel Defoe,1722,1114,History,/works/OL45139W
Les Trois Mousquetaires,Alexandre Dumas,1844,1104,History,/works/OL36861W
Candide,Voltaire,1746,1079,History,/works/OL100672W
Narrative of the life of Frederick Douglass,Frederick Douglass,1845,1032,History,/works/OL69178W
Twelve years a slave,Solomon Northup,1853,1029,History,/works/OL78871W
Hard Times,Charles Dickens,1854,1028,History,/works/OL8193387W
The Legend of Sleepy Hollow,Washington Irving,1820,1017,History,/works/OL63985W
Troilus and Cressida,William Shakespeare,1609,992,History,/works/OL362685W
The Railway Children,Edith Nesbit,1900,985,History,/works/OL99509W
Romeo and Juliet,William Shakespeare,1597,985,History,/works/OL362427W
Antony and Cleopatra,William Shakespeare,1734,949,History,/works/OL362695W
Kim,Rudyard Kipling,1901,934,History,/works/OL19908W
The Adventures of Tom Sawyer,Mark Twain,1817,879,History,/works/OL53919W
The Last of the Mohicans,James Fenimore Cooper,1826,864,History,/works/OL77958W
David Copperfield,Charles Dickens,1800,846,History,/works/OL8662242W
King Richard II,William Shakespeare,1597,840,History,/works/OL362665W
Записки изъ подполья,Fyodor Dostoyevsky,1864,837,History,/works/OL21025633W
My Ántonia,Willa Cather,1818,832,History,/works/OL12791W
The Old Curiosity Shop,Charles Dickens,1800,825,History,/works/OL14869167W
Anne's House of Dreams,Lucy Maud Montgomery,1917,822,History,/works/OL77764W
The Merchant of Venice,William Shakespeare,1600,818,History,/works/OL258758W
Anne of Avonlea,Lucy Maud Montgomery,1909,813,History,/works/OL77744W
πολιτεία,Plato,1554,794,History,/works/OL51831W
A Connecticut Yankee in King Arthur's Court,Mark Twain,1889,788,History,/works/OL54031W
"Henry IV, Part 1",William Shakespeare,1598,782,History,/works/OL1348798W
Anne of the Island,Lucy Maud Montgomery,1915,781,History,/works/OL77748W
Coriolanus,William Shakespeare,1734,780,History,/works/OL362166W
Richard III,William Shakespeare,1597,759,History,/works/OL362684W
Leaves of Grass,Walt Whitman,1855,755,History,/works/OL16333W
The Prince and the Pauper,Mark Twain,1881,755,History,/works/OL53994W
Metamorfosi,Ovid,1474,747,History,/works/OL97727W
Aeneis,Publius Vergilius Maro,1592,721,History,/works/OL47087W
King Henry VIII,William Shakespeare,1670,718,History,/works/OL361246W
The Comedy of Errors,William Shakespeare,1734,715,History,/works/OL362679W
Decamerone,Giovanni Boccaccio,1516,700,History,/works/OL7180368W
The Autobiography of Benjamin Franklin,Benjamin Franklin,1791,679,History,/works/OL26492W
The Jungle,Upton Sinclair,1707,673,History,/works/OL114967W
The Story of the Treasure Seekers,Edith Nesbit,1899,653,History,/works/OL99522W
The Woman in White,Wilkie Collins,1859,653,History,/works/OL176045W
War and Peace,Лев Толстой,1864,644,History,/works/OL267171W
The Red Badge of Courage,Stephen Crane,1855,639,History,/works/OL20844W
Henry V,William Shakespeare,1600,631,History,/works/OL361466W
Silas Marner,George Eliot,1800,628,History,/works/OL20874W
O Pioneers!,Willa Cather,1913,613,History,/works/OL12795W
Ulysses,James Joyce,1914,612,History,/works/OL86318W
Goldsmith's The vicar of Wakefield,Oliver Goldsmith,1111,609,History,/works/OL890896W
The Scarlet Pimpernel,Emma Orczy,1900,591,History,/works/OL1253285W
The Blithedale Romance,Nathaniel Hawthorne,1852,571,History,/works/OL455512W
Ab urbe condita,Titus Livius,1481,558,History,/works/OL1261147W
Lorna Doone,R. D. Blackmore,1656,556,History,/works/OL3686133W
La chartreuse de Parme,Stendhal,1800,554,History,/works/OL733285W
